"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","log_MRP","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","predict"
18.7,"Regular",0.070979698,"Frozen Foods",2.360784582,4,"Medium","Tier 3","Supermarket Type2",3.4466034929759
12.6,"LF",0.018847114,"Hard Drinks",2.17037673,28,"Small","Tier 1","Grocery Store",2.48168195169923
12.6,"LF",0.01724183,"Soft Drinks",2.294635502,28,"Medium","Tier 3","Supermarket Type3",3.69468958184099
18.7,"LF",0.089777214,"Snack Foods",2.40903183,6,"Small","Tier 2","Supermarket Type1",3.5826123442132
16.5,"LF",0.028418817,"Snack Foods",1.967616297,16,"Small","Tier 1","Supermarket Type1",3.11258148946879
9.6,"LF",0.035780385,"Snack Foods",2.382587918,6,"Small","Tier 2","Supermarket Type1",3.55969884270471
12.6,"Regular",0.073462632,"Snack Foods",1.719032814,28,"Small","Tier 1","Grocery Store",2.0200496397424
15.1,"LF",0.095140088,"Baking Goods",2.204012481,9,"Small","Tier 2","Supermarket Type1",3.36750282923931
13,"Regular",0.044976367,"Soft Drinks",2.246019214,9,"Small","Tier 2","Supermarket Type1",3.42703783669563
12.6,"LF",0.212293753,"Canned",1.965097232,28,"Small","Tier 1","Grocery Store",2.28031686376598
12.6,"LF",0.025354072,"Health and Hygiene",2.159795709,28,"Medium","Tier 3","Supermarket Type3",3.55547765546565
10.3,"LF",0.195721125,"Health and Hygiene",2.194411653,15,"Small","Tier 3","Grocery Store",2.50959446145998
6.96,"LF",0.077508015,"Soft Drinks",1.965270392,4,"Medium","Tier 3","Supermarket Type2",3.05703129892194
12.6,"Regular",0.037962696,"Dairy",1.989327878,28,"Medium","Tier 3","Supermarket Type3",3.36971499354683
18.85,"LF",0.141615436,"Canned",2.227920625,9,"Small","Tier 2","Supermarket Type1",3.39904048912836
6.98,"LF",0.041189152,"Canned",1.918519953,11,"Small","Tier 2","Supermarket Type1",3.07866604274374
15.7,"LF",0.055979703,"Health and Hygiene",2.181564636,9,"Small","Tier 2","Supermarket Type1",3.35173707866697
17.5,"LF",0.026182758,"Snack Foods",2.404210211,14,"Medium","Tier 1","Supermarket Type1",3.57506426748179
12.6,"Regular",0,"Fruits and Vegetables",2.274747904,28,"Medium","Tier 3","Supermarket Type3",3.67714282607431
8.38,"Regular",0.04688734,"Baking Goods",2.033250808,16,"Small","Tier 1","Supermarket Type1",3.19713608912756
12.85,"LF",0,"Starchy Foods",2.406035765,9,"Small","Tier 2","Supermarket Type1",3.58819348663987
10.7,"Regular",0.087272074,"Snack Foods",2.186948429,6,"Small","Tier 2","Supermarket Type1",3.36564834035289
16.75,"LF",0.032637373,"Health and Hygiene",2.282432223,14,"Medium","Tier 1","Supermarket Type1",3.4648458835455
10.4,"Regular",0.091096531,"Baking Goods",1.718508332,26,"High","Tier 3","Supermarket Type1",2.86181130104023
13.15,"LF",0.024790707,"Household",2.249366171,6,"Small","Tier 2","Supermarket Type1",3.42970909188919
6.62,"Regular",0.092158377,"Canned",2.399917273,11,"Small","Tier 2","Supermarket Type1",3.5786987229799
15,"LF",0.046469277,"Breads",2.092865853,11,"Small","Tier 2","Supermarket Type1",3.26190912384758
8.35,"Regular",0.126869718,"Frozen Foods",1.871779527,16,"Small","Tier 1","Supermarket Type1",3.02253638511614
6.4,"LF",0.084885375,"Frozen Foods",1.594167057,14,"Medium","Tier 1","Supermarket Type1",2.74794857967079
17.7,"LF",0.029999653,"Snack Foods",2.229890622,11,"Small","Tier 2","Supermarket Type1",3.3772226324571
15.6,"LF",0.037901015,"Snack Foods",2.09401808,6,"Small","Tier 2","Supermarket Type1",3.26150054362931
6.89,"Regular",0.136314863,"Snack Foods",2.290217199,26,"High","Tier 3","Supermarket Type1",3.44190911878649
7.24,"LF",0.076975118,"Household",2.066881765,14,"Medium","Tier 1","Supermarket Type1",3.2418633523852
17,"Regular",0.01599013,"Snack Foods",2.35952283,14,"Medium","Tier 1","Supermarket Type1",3.53653443986149
8.18,"Regular",0.082568705,"Frozen Foods",1.749417819,11,"Small","Tier 2","Supermarket Type1",2.89397802293159
12.6,"LF",0.057969482,"Household",2.076685582,28,"Small","Tier 1","Grocery Store",2.38741276277536
12.6,"Regular",0.302478871,"Snack Foods",2.191722573,28,"Small","Tier 1","Grocery Store",2.50341373116686
14.3,"LF",0.123264522,"Dairy",2.090867965,6,"Small","Tier 2","Supermarket Type1",3.2546489647463
6.3,"LF",0.127647181,"Canned",2.317910888,14,"Medium","Tier 1","Supermarket Type1",3.50693579700924
11.8,"Regular",0.107223632,"Dairy",2.349427513,14,"Medium","Tier 1","Supermarket Type1",3.52425831539304
12.6,"Regular",0.028842332,"Fruits and Vegetables",1.911136293,28,"Medium","Tier 3","Supermarket Type3",3.30462265080692
18.2,"Regular",0.066297055,"Fruits and Vegetables",2.392888915,16,"Small","Tier 1","Supermarket Type1",3.56532988556407
19.6,"LF",0.024264569,"Dairy",1.668123024,14,"Medium","Tier 1","Supermarket Type1",2.81632339542279
6.11,"Regular",0.151827552,"Soft Drinks",1.633555306,26,"High","Tier 3","Supermarket Type1",2.78490604458835
11.8,"Regular",0.057538034,"Meat",2.17561791,11,"Small","Tier 2","Supermarket Type1",3.34348360726079
12.35,"LF",0.100322104,"Fruits and Vegetables",2.055958278,6,"Small","Tier 2","Supermarket Type1",3.23478873438102
7.44,"LF",0.123338082,"Starchy Foods",2.314212411,4,"Medium","Tier 3","Supermarket Type2",3.4180917502071
20.6,"Regular",0.051068365,"Dairy",2.328429351,15,"Small","Tier 3","Grocery Store",2.63171685042275
7.52,"LF",0.055213208,"Fruits and Vegetables",2.112602991,14,"Medium","Tier 1","Supermarket Type1",3.29172405521121
12.5,"LF",0.00676387,"Household",1.610779365,9,"Small","Tier 2","Supermarket Type1",2.76246560398024
11.3,"LF",0.094460314,"Baking Goods",2.389718439,15,"Small","Tier 3","Grocery Store",2.70218421003351
15.35,"LF",0.013812772,"Frozen Foods",1.811017035,16,"Small","Tier 1","Supermarket Type1",2.95063236105231
12.6,"LF",0.016876708,"Fruits and Vegetables",2.322340467,28,"Medium","Tier 3","Supermarket Type3",3.71884458121238
13.8,"LF",0.141352562,"Dairy",2.421913745,16,"Small","Tier 1","Supermarket Type1",3.57478125690014
12.6,"LF",0.013951504,"Frozen Foods",1.564890845,28,"Medium","Tier 3","Supermarket Type3",2.92988416056329
19,"Regular",0.097294728,"Frozen Foods",1.679171605,9,"Small","Tier 2","Supermarket Type1",2.82625824398324
12.6,"LF",0.095746519,"Snack Foods",2.319441701,28,"Medium","Tier 3","Supermarket Type3",3.70454880188622
12.6,"Regular",0.022829734,"Baking Goods",2.382113982,28,"Medium","Tier 3","Supermarket Type3",3.78282224840664
20.6,"LF",0.071103348,"Household",1.877772048,14,"Medium","Tier 1","Supermarket Type1",3.04233729798535
11.6,"LF",0.062903297,"Health and Hygiene",2.00175188,15,"Small","Tier 3","Grocery Store",2.31214868107242
11.5,"LF",0.171779865,"Snack Foods",2.100613131,4,"Medium","Tier 3","Supermarket Type2",3.17806241232643
16,"LF",0.041112694,"Snack Foods",2.145971662,4,"Medium","Tier 3","Supermarket Type2",3.22299270680588
12.6,"LF",0.064362554,"Fruits and Vegetables",2.287307607,28,"Medium","Tier 3","Supermarket Type3",3.68280131523698
15.6,"LF",0.081562686,"Baking Goods",2.052133498,6,"Small","Tier 2","Supermarket Type1",3.22530049739721
7.32,"LF",0.015364173,"Snack Foods",2.188461612,4,"Medium","Tier 3","Supermarket Type2",3.27040322267826
12.6,"LF",0.067824456,"Household",2.224751062,28,"Small","Tier 1","Grocery Store",2.53903239698204
12.6,"Regular",0.06292013,"Dairy",1.949319733,28,"Medium","Tier 3","Supermarket Type3",3.32865253129267
15.35,"LF",0.020409765,"Soft Drinks",2.339154787,4,"Medium","Tier 3","Supermarket Type2",3.43649294876782
13.15,"LF",0.056418354,"Soft Drinks",2.153757564,9,"Small","Tier 2","Supermarket Type1",3.32544942158303
12.6,"Regular",0.127108578,"Dairy",2.081865559,28,"Medium","Tier 3","Supermarket Type3",3.46419162201357
8.16,"LF",0.119351235,"Meat",2.279103182,26,"High","Tier 3","Supermarket Type1",3.43541101144608
17.7,"Regular",0.226122963,"Starchy Foods",2.269027945,15,"Small","Tier 3","Grocery Store",2.59476633466551
13.5,"Regular",0.159720671,"Fruits and Vegetables",2.169116369,16,"Small","Tier 1","Supermarket Type1",3.33787687821483
17.6,"Regular",0.016092971,"Breads",1.661246504,4,"Medium","Tier 3","Supermarket Type2",2.75679744283295
12.6,"LF",0.026491715,"Household",2.393184777,28,"Medium","Tier 3","Supermarket Type3",3.78829247279054
12.6,"LF",0.066298469,"Fruits and Vegetables",2.271432666,28,"Medium","Tier 3","Supermarket Type3",3.66653513261184
7.73,"LF",0.047782959,"Canned",2.396389767,16,"Small","Tier 1","Supermarket Type1",3.57122073688837
12.6,"LF",0.008519718,"Health and Hygiene",2.067997255,28,"Medium","Tier 3","Supermarket Type3",3.46151216178496
12.1,"LF",0.148612263,"Fruits and Vegetables",2.019232641,14,"Medium","Tier 1","Supermarket Type1",3.19376668875127
15.2,"LF",0.033599041,"Household",2.032583307,16,"Small","Tier 1","Supermarket Type1",3.18765285595089
12.6,"LF",0.049623924,"Dairy",1.920253804,28,"Medium","Tier 3","Supermarket Type3",3.29194097938452
12.6,"LF",0.040636926,"Hard Drinks",2.351426768,28,"Medium","Tier 3","Supermarket Type3",3.7436493055932
21.25,"LF",0.019407069,"Snack Foods",2.076915567,26,"High","Tier 3","Supermarket Type1",3.2105579543779
20.1,"Regular",0.054445198,"Frozen Foods",2.181090348,9,"Small","Tier 2","Supermarket Type1",3.34000243574197
17.75,"Regular",0.038042233,"Baking Goods",2.188269093,4,"Medium","Tier 3","Supermarket Type2",3.27939317690605
12.6,"LF",0.078576075,"Soft Drinks",1.894687049,28,"Small","Tier 1","Grocery Store",2.2082370359254
9.5,"LF",0.085075063,"Hard Drinks",2.276662131,9,"Small","Tier 2","Supermarket Type1",3.4437058611974
12.6,"LF",0.081651443,"Meat",2.183464022,28,"Small","Tier 1","Grocery Store",2.50109031535828
20.6,"LF",0.023585598,"Fruits and Vegetables",1.976706624,6,"Small","Tier 2","Supermarket Type1",3.15026283758875
12.65,"LF",0.063146492,"Soft Drinks",2.203190141,4,"Medium","Tier 3","Supermarket Type2",3.29827153132587
7,"LF",0.151712642,"Canned",2.0204773,11,"Small","Tier 2","Supermarket Type1",3.18270908886129
20.25,"LF",0.02593166,"Household",2.261495065,26,"High","Tier 3","Supermarket Type1",3.40800403505594
12.6,"LF",0.019671473,"Snack Foods",2.331945306,28,"Small","Tier 1","Grocery Store",2.64100964516897
14.15,"LF",0.184254826,"Soft Drinks",1.916072655,4,"Medium","Tier 3","Supermarket Type2",3.00312779919127
6.14,"Regular",0.079312367,"Baking Goods",2.181090348,9,"Small","Tier 2","Supermarket Type1",3.35499182234192
12.6,"LF",0.072295507,"Household",1.953041232,28,"Small","Tier 1","Grocery Store",2.26072372769465
12.6,"Regular",0,"Starchy Foods",1.777357214,28,"Medium","Tier 3","Supermarket Type3",3.17595236734177
11,"LF",0.1062679,"Breads",2.090626923,4,"Medium","Tier 3","Supermarket Type2",3.19218055608862
11.6,"LF",0.037549969,"Health and Hygiene",2.005198536,26,"High","Tier 3","Supermarket Type1",3.15547358160777
13,"LF",0.03525175,"Household",1.681271999,4,"Medium","Tier 3","Supermarket Type2",2.75634585464737
12.6,"Regular",0.106538757,"Fruits and Vegetables",2.162799113,28,"Medium","Tier 3","Supermarket Type3",3.56211902978588
6.62,"LF",0.093307668,"Dairy",2.292128866,26,"High","Tier 3","Supermarket Type1",3.43324078183322
10.1,"LF",0.056191301,"Household",2.063517998,11,"Small","Tier 2","Supermarket Type1",3.21803798835565
12.3,"LF",0.069742672,"Soft Drinks",2.026507933,4,"Medium","Tier 3","Supermarket Type2",3.11743917225677
14.3,"Regular",0.083147702,"Meat",2.322547167,15,"Small","Tier 3","Grocery Store",2.64461848512654
6.12,"Regular",0.011372972,"Frozen Foods",1.952544481,16,"Small","Tier 1","Supermarket Type1",3.10662837021163
17,"LF",0.119362409,"Frozen Foods",2.396972017,9,"Small","Tier 2","Supermarket Type1",3.55526593481982
12.6,"LF",0.20914265,"Meat",2.280926486,28,"Small","Tier 1","Grocery Store",2.60048060525385
13.8,"Regular",0.014720848,"Canned",1.953842775,26,"High","Tier 3","Supermarket Type1",3.11046949988457
8.35,"Regular",0.127066966,"Frozen Foods",1.883862356,14,"Medium","Tier 1","Supermarket Type1",3.05065192313183
5.37,"Regular",0.141033536,"Seafood",2.239740808,6,"Small","Tier 2","Supermarket Type1",3.4440774503856
14.85,"LF",0.060967038,"Household",2.405465549,9,"Small","Tier 2","Supermarket Type1",3.57519319780745
20,"LF",0.058719568,"Health and Hygiene",2.04553577,4,"Medium","Tier 3","Supermarket Type2",3.1325142397847
6.61,"Regular",0.029006239,"Snack Foods",2.269722569,9,"Small","Tier 2","Supermarket Type1",3.43888887877822
5.94,"LF",0.034880143,"Canned",2.250259918,9,"Small","Tier 2","Supermarket Type1",3.42794111844282
11.15,"LF",0.032306341,"Health and Hygiene",2.221029593,14,"Medium","Tier 1","Supermarket Type1",3.40441039232267
8.18,"LF",0.013130031,"Household",2.154166424,16,"Small","Tier 1","Supermarket Type1",3.31532765173654
9.3,"Regular",0.02346559,"Snack Foods",2.295805402,15,"Small","Tier 3","Grocery Store",2.60725214138257
12.6,"Regular",0.062547321,"Baking Goods",1.946368739,28,"Medium","Tier 3","Supermarket Type3",3.33638361916059
14.85,"Regular",0.019511288,"Dairy",2.419279837,16,"Small","Tier 1","Supermarket Type1",3.57902451969582
11.8,"Regular",0.02633607,"Canned",1.608673626,26,"High","Tier 3","Supermarket Type1",2.75777362547535
8.19,"LF",0.046578409,"Fruits and Vegetables",1.687254208,11,"Small","Tier 2","Supermarket Type1",2.83660711182224
9.6,"LF",0,"Soft Drinks",2.221455448,14,"Medium","Tier 1","Supermarket Type1",3.40671297264021
12.6,"LF",0.093002339,"Fruits and Vegetables",2.249861404,28,"Medium","Tier 3","Supermarket Type3",3.64435034441138
6.83,"Regular",0.046898544,"Canned",2.186955771,6,"Small","Tier 2","Supermarket Type1",3.38318843378956
20.7,"LF",0.039467795,"Household",2.181090348,6,"Small","Tier 2","Supermarket Type1",3.35642071288932
9.6,"Regular",0.014200671,"Snack Foods",2.272276148,26,"High","Tier 3","Supermarket Type1",3.42276130824641
21,"LF",0.049381666,"Snack Foods",2.285664857,14,"Medium","Tier 1","Supermarket Type1",3.45203395535642
20.35,"LF",0.021369722,"Household",1.879857092,11,"Small","Tier 2","Supermarket Type1",3.02555400587626
13,"Regular",0.030211742,"Canned",1.773215785,4,"Medium","Tier 3","Supermarket Type2",2.86524248598085
7.5,"LF",0.096413261,"Household",1.743186667,16,"Small","Tier 1","Supermarket Type1",2.8944043388515
13.15,"LF",0.056429024,"Soft Drinks",2.159209746,16,"Small","Tier 1","Supermarket Type1",3.32547090700601
8.63,"Regular",0.032976399,"Snack Foods",2.059380877,11,"Small","Tier 2","Supermarket Type1",3.21353213884942
5.49,"LF",0.042838514,"Health and Hygiene",2.214272004,11,"Small","Tier 2","Supermarket Type1",3.38073574881228
6.55,"Regular",0.034745307,"Breads",2.200929255,4,"Medium","Tier 3","Supermarket Type2",3.31433536372867
15.7,"Regular",0.027673055,"Canned",2.228603085,11,"Small","Tier 2","Supermarket Type1",3.39947421339414
17.7,"LF",0.117201696,"Snack Foods",2.264880602,6,"Small","Tier 2","Supermarket Type1",3.43531316327915
18,"LF",0.015450376,"Health and Hygiene",2.201288947,16,"Small","Tier 1","Supermarket Type1",3.36550660988145
6.63,"Regular",0.174110803,"Baking Goods",2.222326211,15,"Small","Tier 3","Grocery Store",2.53949792570203
18.25,"LF",0.07784544,"Snack Foods",2.415968079,14,"Medium","Tier 1","Supermarket Type1",3.58660263967185
12.6,"LF",0.074265816,"Dairy",2.039504538,28,"Medium","Tier 3","Supermarket Type3",3.41399737061191
12,"Regular",0.020411155,"Meat",1.993895414,16,"Small","Tier 1","Supermarket Type1",3.16085356610849
12.15,"Regular",0.04274788,"Meat",2.264097335,14,"Medium","Tier 1","Supermarket Type1",3.45320147043838
5.91,"LF",0.04572322,"Canned",2.346637716,14,"Medium","Tier 1","Supermarket Type1",3.53680828314435
18.6,"LF",0.012651172,"Household",2.090404087,9,"Small","Tier 2","Supermarket Type1",3.25101886818494
12.6,"LF",0,"Starchy Foods",2.224055776,28,"Medium","Tier 3","Supermarket Type3",3.6264880207018
9.17,"LF",0.103398309,"Baking Goods",2.158202618,4,"Medium","Tier 3","Supermarket Type2",3.24514886425424
12.35,"Regular",0.072689818,"Dairy",1.688145632,4,"Medium","Tier 3","Supermarket Type2",2.75864753713873
15.6,"Regular",0.105208448,"Snack Foods",2.231918944,26,"High","Tier 3","Supermarket Type1",3.37848753202127
9.8,"Regular",0.14118383,"Baking Goods",1.703298258,4,"Medium","Tier 3","Supermarket Type2",2.78580398214337
12.6,"LF",0.130544568,"Frozen Foods",2.394532228,28,"Medium","Tier 3","Supermarket Type3",3.77923140851526
12.6,"LF",0.121635591,"Fruits and Vegetables",2.244212281,28,"Medium","Tier 3","Supermarket Type3",3.63846693071318
12.6,"LF",0,"Fruits and Vegetables",2.412290492,28,"Small","Tier 1","Grocery Store",2.73442700677819
15.35,"LF",0.014007727,"Frozen Foods",1.583414167,26,"High","Tier 3","Supermarket Type1",2.70559347034763
14.5,"Regular",0.041214746,"Canned",1.623718489,26,"High","Tier 3","Supermarket Type1",2.77194932154769
12.6,"Regular",0.031663212,"Baking Goods",2.238739416,4,"Medium","Tier 3","Supermarket Type2",3.33336475457486
18.85,"LF",0.042716162,"Canned",2.411338502,14,"Medium","Tier 1","Supermarket Type1",3.59741694406152
11.6,"Regular",0.009761175,"Snack Foods",2.355911816,9,"Small","Tier 2","Supermarket Type1",3.52504546492905
15.3,"LF",0.02295878,"Household",2.0070356,26,"High","Tier 3","Supermarket Type1",3.14955804004725
16.85,"Regular",0.026627857,"Canned",1.971795207,4,"Medium","Tier 3","Supermarket Type2",3.0669587507155
19,"LF",0.112893408,"Snack Foods",2.117478779,15,"Small","Tier 3","Grocery Store",2.41306341859847
12.6,"Regular",0.017937483,"Meat",2.014936154,28,"Medium","Tier 3","Supermarket Type3",3.41228682497627
17,"LF",0.120060274,"Frozen Foods",2.391893381,6,"Small","Tier 2","Supermarket Type1",3.56359150284895
11.65,"Regular",0.010909704,"Meat",2.044752936,26,"High","Tier 3","Supermarket Type1",3.20120861370388
17.75,"Regular",0.029653914,"Fruits and Vegetables",2.147935278,16,"Small","Tier 1","Supermarket Type1",3.31476277422966
11.3,"LF",0.047912071,"Household",2.254949077,4,"Medium","Tier 3","Supermarket Type2",3.3446251779621
13.5,"Regular",0.129016487,"Starchy Foods",1.99302511,14,"Medium","Tier 1","Supermarket Type1",3.18161611782345
15.85,"LF",0.078874948,"Canned",1.57345878,4,"Medium","Tier 3","Supermarket Type2",2.65224434517351
16.6,"LF",0.135944247,"Hard Drinks",2.235634987,14,"Medium","Tier 1","Supermarket Type1",3.40857830316165
5.32,"LF",0.093261677,"Health and Hygiene",2.004181173,4,"Medium","Tier 3","Supermarket Type2",3.09647260946825
12.6,"LF",0.008722342,"Fruits and Vegetables",2.091812519,28,"Medium","Tier 3","Supermarket Type3",3.48275859771167
12.5,"LF",0.081260969,"Meat",2.345921987,14,"Medium","Tier 1","Supermarket Type1",3.52973779982781
11.3,"LF",0.06705851,"Household",2.287908723,6,"Small","Tier 2","Supermarket Type1",3.46985238614441
18.6,"LF",0.012643035,"Household",2.078606874,26,"High","Tier 3","Supermarket Type1",3.22145260486799
12.6,"LF",0.129983688,"Household",1.968698641,28,"Small","Tier 1","Grocery Store",2.27656426615229
19.2,"Regular",0.094300933,"Frozen Foods",2.273050837,4,"Medium","Tier 3","Supermarket Type2",3.35644549714829
12.85,"Regular",0.152001201,"Fruits and Vegetables",2.401983001,26,"High","Tier 3","Supermarket Type1",3.56477657563729
6.13,"LF",0.02848169,"Household",2.04332769,6,"Small","Tier 2","Supermarket Type1",3.22174170593904
17.25,"LF",0.037396492,"Soft Drinks",2.219198257,6,"Small","Tier 2","Supermarket Type1",3.40427356695102
10.7,"LF",0.05337973,"Frozen Foods",1.754274928,14,"Medium","Tier 1","Supermarket Type1",2.91015892147374
12.8,"LF",0.076369874,"Fruits and Vegetables",1.987849416,4,"Medium","Tier 3","Supermarket Type2",3.07337979909143
14.35,"Regular",0.090896452,"Frozen Foods",2.364172629,9,"Small","Tier 2","Supermarket Type1",3.5299164084544
