Item_Identifier,Item_Identifier_group,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Visibility_avg,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDX11,Food,16,Regular,0.106663245,1.617266854,Baking Goods,179.7634,OUT013,1987,26,High,Tier 3,Supermarket Type1,4180.5582
NCT29,Non-Consumable,12.79,Non-Edible,0.112249603,1.701969242,Health and Hygiene,123.3414,OUT019,1985,28,Small,Tier 1,Grocery Store,243.6828
FDS07,Food,12.35,Low Fat,0.100322104,1.521120171,Fruits and Vegetables,113.7518,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2049.3324
NCQ05,Non-Consumable,11.395,Non-Edible,0.021602001,0.327537384,Health and Hygiene,149.1708,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2708.4744
FDC35,Food,7.435,Low Fat,0.123338082,1.870096787,Starchy Foods,206.1638,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1656.5104
FDU47,Food,12.8,Regular,0.114085368,1.729803778,Breads,141.3838,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2388.2246
FDE22,Food,9.695,Low Fat,0.049498821,0.750519099,Snack Foods,158.792,OUT010,1998,15,Medium,Tier 3,Grocery Store,319.584
FDA03,Food,18.5,Regular,0.045425939,0.688764583,Dairy,144.9102,OUT013,1987,26,High,Tier 3,Supermarket Type1,1895.5326
FDY26,Food,20.6,Regular,0.051068365,0.774317095,Dairy,213.0244,OUT010,1998,15,Medium,Tier 3,Grocery Store,423.4488
FDZ26,Food,11.6,Regular,0.144241314,2.187039182,Dairy,239.4222,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3346.3108
FDQ24,Food,15.7,Low Fat,0.073605395,1.116031728,Baking Goods,249.6724,OUT013,1987,26,High,Tier 3,Supermarket Type1,6543.4824
FDT14,Food,10.695,Regular,0.12770295,1.936278501,Dairy,120.444,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2516.724
FDX04,Food,19.6,Regular,0.041655865,0.631601352,Frozen Foods,48.5376,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,335.5632
FDC48,Food,9.195,Low Fat,0.015859294,0.240464375,Baking Goods,84.5592,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2559.3352
FDC56,Food,7.72,Low Fat,0.121497742,1.842192884,Fruits and Vegetables,119.744,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3355.632
FDU19,Food,8.77,Regular,0.046844194,0.71026868,Fruits and Vegetables,174.2422,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1379.5376
FDT55,Food,13.6,Regular,0.06595278,1,Fruits and Vegetables,156.4946,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,2998.0974
FDA45,Food,21.25,Low Fat,0.155250377,2.353962593,Snack Foods,175.737,OUT013,1987,26,High,Tier 3,Supermarket Type1,2117.244
FDR51,Food,9.035,Regular,0.174450933,2.645088395,Meat,151.0708,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2708.4744
FDF56,Food,16.7,Regular,0.199955274,3.031794475,Fruits and Vegetables,182.3976,OUT010,1998,15,Medium,Tier 3,Grocery Store,724.3904
FDK45,Food,11.65,Low Fat,0.033830011,0.512942912,Seafood,111.686,OUT013,1987,26,High,Tier 3,Supermarket Type1,1584.604
DRN37,Drinks,9.6,Low Fat,0.096217262,1.458881066,Soft Drinks,168.5158,OUT013,1987,26,High,Tier 3,Supermarket Type1,3342.316
NCN26,Non-Consumable,10.85,Non-Edible,0.028674471,0.434772742,Household,115.1808,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3866.9664
FDA19,Food,7.52,Low Fat,0.055213208,0.837162709,Fruits and Vegetables,129.5994,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,642.497
NCR06,Non-Consumable,12.5,Non-Edible,0.00676387,0.102556253,Household,40.8112,OUT035,2004,9,Small,Tier 2,Supermarket Type1,553.9456
FDJ48,Food,11.3,Low Fat,0.094460314,1.432241583,Baking Goods,245.3118,OUT010,1998,15,Medium,Tier 3,Grocery Store,247.0118
NCA05,Non-Consumable,20.75,Non-Edible,0.025130632,0.381039768,Health and Hygiene,150.0734,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2524.0478
FDP04,Food,15.35,Low Fat,0.013812772,0.209434265,Frozen Foods,64.7168,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1022.6688
FDA47,Food,10.5,Regular,0.116673795,1.769050448,Baking Goods,161.721,OUT046,1997,16,Small,Tier 1,Supermarket Type1,3588.662
FDI09,Food,20.75,Regular,0.06595278,1,Seafood,239.988,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2636.568
FDU24,Food,12.79,Regular,0.245407386,3.720955902,Baking Goods,92.812,OUT019,1985,28,Small,Tier 1,Grocery Store,93.212
FDI36,Food,12.5,Regular,0.062597392,0.949124389,Baking Goods,196.9426,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,5339.0502
FDC11,Food,20.5,Low Fat,0.141674844,2.148125432,Starchy Foods,90.7172,OUT013,1987,26,High,Tier 3,Supermarket Type1,1605.9096
FDY38,Food,13.6,Regular,0.119361718,1.809805713,Dairy,231.63,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,2563.33
FDF56,Food,12.79,Regular,0.118883724,1.802558194,Fruits and Vegetables,180.3976,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,7425.0016
FDB44,Food,12.79,Low Fat,0.016876708,0.255890775,Fruits and Vegetables,210.0586,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,6964.9338
FDI15,Food,13.8,Low Fat,0.141352562,2.143238875,Dairy,264.1884,OUT046,1997,16,Small,Tier 1,Supermarket Type1,3179.8608
FDY59,Food,8.195,Low Fat,0.031397503,0.476060342,Baking Goods,91.3462,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1388.193
FDX34,Food,6.195,Low Fat,0.072278769,1.095916942,Snack Foods,120.6098,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1807.647
FDC52,Food,12.79,Regular,0.014497036,0.219809324,Dairy,150.8708,OUT019,1985,28,Small,Tier 1,Grocery Store,150.4708
NCW29,Non-Consumable,14,Non-Edible,0.028838938,0.43726645,Health and Hygiene,129.331,OUT013,1987,26,High,Tier 3,Supermarket Type1,259.662
FDS40,Food,12.79,Low Fat,0.013951504,0.21153777,Frozen Foods,36.719,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,622.523
FDI40,Food,11.5,Regular,0.126114605,1.912195437,Frozen Foods,99.3358,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,804.2864
FDN48,Food,13.35,Low Fat,0.064938448,0.98462033,Baking Goods,90.0804,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1561.9668
FDN46,Food,7.21,Regular,0.144511119,2.191130063,Snack Foods,100.5332,OUT013,1987,26,High,Tier 3,Supermarket Type1,2460.7968
FDB41,Food,19,Regular,0.097294728,1.475217997,Frozen Foods,47.7718,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1039.9796
FDT55,Food,13.6,Regular,0.043646901,0.661790163,Fruits and Vegetables,155.7946,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3471.4812
FDI22,Food,12.79,Low Fat,0.095746519,1.45174349,Snack Foods,208.6612,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,7317.142
FDY16,Food,18.35,Regular,0.092413792,1.401211473,Frozen Foods,183.6266,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1844.266
FDN33,Food,6.305,Regular,0.123307177,1.869628195,Snack Foods,93.5436,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,283.6308
FDT57,Food,15.2,Low Fat,0.019031184,0.288557723,Snack Foods,235.5248,OUT035,2004,9,Small,Tier 2,Supermarket Type1,4740.496
FDZ31,Food,12.79,Regular,0.112668963,1.708327731,Fruits and Vegetables,191.0504,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,5752.512
DRM48,Drinks,15.2,Low Fat,0.113072194,1.714441666,Soft Drinks,35.8848,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,596.5568
NCL19,Non-Consumable,15.35,Non-Edible,0.015708023,0.238170749,Others,143.447,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2576.646
FDG50,Food,7.405,Low Fat,0.015259084,0.231363773,Canned,91.0146,OUT013,1987,26,High,Tier 3,Supermarket Type1,729.7168
DRH25,Drinks,18.7,Low Fat,0.014622625,0.22171355,Soft Drinks,52.0324,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1090.5804
FDB37,Food,12.79,Regular,0.022829734,0.346152717,Baking Goods,241.0538,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4566.7222
FDW59,Food,13.15,Low Fat,0.020833091,0.315878891,Breads,86.5566,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1860.2452
NCR30,Non-Consumable,20.6,Non-Edible,0.071103348,1.078094782,Household,75.4696,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1416.8224
FDY22,Food,16.5,Regular,0.159720671,2.421742814,Snack Foods,144.5128,OUT046,1997,16,Small,Tier 1,Supermarket Type1,3595.32
FDB45,Food,12.79,Low Fat,0.037345714,0.566249277,Fruits and Vegetables,106.5306,OUT019,1985,28,Small,Tier 1,Grocery Store,104.5306
FDC08,Food,12.79,Regular,0.102949031,1.560950592,Fruits and Vegetables,225.272,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4753.812
NCK53,Non-Consumable,11.6,Non-Edible,0.062903297,0.953762631,Health and Hygiene,100.4042,OUT010,1998,15,Medium,Tier 3,Grocery Store,595.2252
FDM27,Food,12.35,Regular,0.158715731,2.406505548,Meat,157.2946,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1577.946
FDG17,Food,6.865,Regular,0.03598621,0.545635984,Frozen Foods,244.1486,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2687.8346
NCT17,Non-Consumable,10.8,Non-Edible,0.042102658,0.638375789,Health and Hygiene,189.7214,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1695.7926
FDZ14,Food,7.71,Regular,0.047857877,0.72563851,Dairy,119.7756,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,3029.39
FDJ28,Food,12.3,Low Fat,0.036590807,0.554803103,Frozen Foods,193.3162,OUT010,1998,15,Medium,Tier 3,Grocery Store,192.4162
FDV21,Food,11.5,Low Fat,0.171779865,2.604588692,Snack Foods,126.0704,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1627.2152
DRD24,Drinks,13.85,Low Fat,0.051544658,0.781538822,Soft Drinks,142.5154,OUT010,1998,15,Medium,Tier 3,Grocery Store,141.8154
DRF25,Drinks,9,Low Fat,0.03898577,0.591116402,Soft Drinks,34.619,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,732.38
FDN22,Food,18.85,Regular,0.138868769,2.105578703,Snack Foods,251.8724,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3271.7412
FDV04,Food,7.825,Regular,0.251094747,3.807189735,Frozen Foods,156.6288,OUT010,1998,15,Medium,Tier 3,Grocery Store,628.5152
FDL34,Food,16,Low Fat,0.041112694,0.623365596,Snack Foods,139.9496,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3105.2912
FDX58,Food,13.15,Low Fat,0.043755405,0.66343534,Snack Foods,182.895,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3112.615
FDG12,Food,6.635,Regular,0.006351876,0.09630945,Baking Goods,120.3098,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1446.1176
NCL53,Non-Consumable,7.5,Non-Edible,0.036308404,0.550521206,Health and Hygiene,175.4028,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2833.6448
FDV47,Food,17.1,Low Fat,0.054428368,0.82526268,Breads,84.9566,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1014.6792
FDA43,Food,12.79,Low Fat,0.064362554,0.975888416,Fruits and Vegetables,193.7794,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4876.985
NCM17,Non-Consumable,7.93,Non-Edible,0.071538243,1.084688818,Health and Hygiene,44.5086,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1249.0408
NCQ02,Non-Consumable,12.6,Non-Edible,0.007468056,0.113233377,Household,186.9556,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3379.6008
FDN12,Food,15.6,Low Fat,0.081562686,1.236683063,Baking Goods,112.7544,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1118.544
NCX06,Non-Consumable,12.79,Non-Edible,0.02746599,0.416449314,Household,181.5976,OUT019,1985,28,Small,Tier 1,Grocery Store,543.2928
FDE24,Food,14.85,Low Fat,0.093652168,1.419988179,Baking Goods,141.5812,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,427.4436
FDQ58,Food,7.315,Low Fat,0.015364173,0.23295717,Snack Foods,154.334,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,4287.752
FDH31,Food,12,Regular,0.020442889,0.309962507,Meat,98.0042,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1587.2672
NCH55,Non-Consumable,16.35,Non-Edible,0.034813556,0.527855778,Household,128.402,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1265.02
NCC54,Non-Consumable,17.75,Non-Edible,0.097862839,1.483831902,Health and Hygiene,239.3196,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3615.294
NCT06,Non-Consumable,12.79,Non-Edible,0.067824456,1.028379031,Household,167.7842,OUT019,1985,28,Small,Tier 1,Grocery Store,165.7842
FDH56,Food,12.79,Regular,0.11173569,1.694177107,Fruits and Vegetables,115.9492,OUT019,1985,28,Small,Tier 1,Grocery Store,115.8492
FDY46,Food,18.6,Low Fat,0.048160824,0.730231902,Snack Foods,188.9898,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,3554.7062
NCM19,Non-Consumable,12.65,Non-Edible,0.047197936,0.715632245,Others,114.1202,OUT013,1987,26,High,Tier 3,Supermarket Type1,3488.1262
FDB04,Food,12.79,Regular,0.06292013,0.954017859,Dairy,88.9856,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3515.424
FDB09,Food,16.25,Low Fat,0.057385239,0.870095832,Fruits and Vegetables,126.2046,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1369.5506
FDK51,Food,12.79,Low Fat,0.005209791,0.078992743,Dairy,265.2884,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,3179.8608
FDB33,Food,12.79,Low Fat,0.025527994,0.387064715,Fruits and Vegetables,157.5262,OUT019,1985,28,Small,Tier 1,Grocery Store,477.3786
FDU51,Food,20.2,Regular,0.096495426,1.46309869,Meat,175.6028,OUT035,2004,9,Small,Tier 2,Supermarket Type1,3364.9532
NCE30,Non-Consumable,12.79,Non-Edible,0.173574402,2.631798114,Household,214.0902,OUT019,1985,28,Small,Tier 1,Grocery Store,1061.951
DRI13,Drinks,15.35,Low Fat,0.020409765,0.309460268,Soft Drinks,218.3508,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2387.5588
FDV32,Food,7.785,Low Fat,0.088888291,1.347756546,Fruits and Vegetables,64.751,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,1201.769
DRH51,Drinks,17.6,Low Fat,0.097367722,1.476324758,Dairy,89.3856,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,878.856
NCW18,Non-Consumable,15.1,Non-Edible,0.059275452,0.898755928,Household,238.9248,OUT013,1987,26,High,Tier 3,Supermarket Type1,6636.6944
FDI12,Food,9.395,Regular,0.100555034,1.52465194,Baking Goods,88.8856,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,439.428
FDQ14,Food,9.27,Low Fat,0.061775607,0.936664186,Dairy,150.105,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2696.49
FDQ55,Food,12.79,Regular,0.012974937,0.196730706,Fruits and Vegetables,115.9834,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2994.7684
FDG26,Food,18.85,Low Fat,0.042614361,0.646134416,Canned,255.333,OUT013,1987,26,High,Tier 3,Supermarket Type1,1794.331
NCW29,Non-Consumable,12.79,Non-Edible,0.050535312,0.766234752,Health and Hygiene,130.031,OUT019,1985,28,Small,Tier 1,Grocery Store,129.831
FDK27,Food,11,Low Fat,0.008944844,0.135624973,Meat,122.3756,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2059.9852
DRL49,Drinks,13.15,Low Fat,0.056418354,0.855435571,Soft Drinks,142.4812,OUT035,2004,9,Small,Tier 2,Supermarket Type1,2422.1804
FDK26,Food,5.46,Regular,0.032227432,0.488644027,Canned,186.824,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1864.24
FDT14,Food,12.79,Regular,0.127108578,1.927266417,Dairy,120.744,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,2756.412
FDW19,Food,12.35,Regular,0.064441812,0.977090155,Fruits and Vegetables,110.957,OUT010,1998,15,Medium,Tier 3,Grocery Store,219.714
FDF22,Food,6.865,Low Fat,0.057152139,0.866561485,Snack Foods,211.8218,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,4915.6014
NCQ43,Non-Consumable,17.75,Non-Edible,0.11147467,1.690219427,Others,108.0912,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,1637.868
NCA42,Non-Consumable,12.79,Non-Edible,0.028410335,0.430767816,Household,158.0604,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,4595.3516
FDG08,Food,12.79,Regular,0.289522833,4.389850329,Fruits and Vegetables,172.0764,OUT019,1985,28,Small,Tier 1,Grocery Store,171.7764
NCP17,Non-Consumable,19.35,Non-Edible,0.06595278,1,Health and Hygiene,65.3168,OUT010,1998,15,Medium,Tier 3,Grocery Store,191.7504
FDS19,Food,13.8,Regular,0.064207277,0.97353405,Fruits and Vegetables,76.0012,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1214.4192
DRQ35,Drinks,9.3,Low Fat,0.042463728,0.643850464,Hard Drinks,121.9388,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1114.5492
FDR25,Food,17,Regular,0.139521931,2.115482183,Canned,266.8884,OUT046,1997,16,Small,Tier 1,Supermarket Type1,5034.7796
NCB43,Non-Consumable,20.2,Non-Edible,0.06595278,1,Household,187.1898,OUT013,1987,26,High,Tier 3,Supermarket Type1,2993.4368
FDQ28,Food,14,Regular,0.060768862,0.921399553,Frozen Foods,154.8656,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1390.1904
FDK24,Food,9.195,Low Fat,0.101294945,1.53587074,Baking Goods,46.2744,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1086.5856
NCN06,Non-Consumable,8.39,Non-Edible,0.120474481,1.826677829,Household,165.5868,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1965.4416
FDS08,Food,5.735,Low Fat,0.05695045,0.863503403,Fruits and Vegetables,177.937,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1587.933
FDP27,Food,8.155,Low Fat,0.119351235,1.809646765,Meat,190.153,OUT013,1987,26,High,Tier 3,Supermarket Type1,4933.578
FDE11,Food,17.7,Regular,0.226122963,3.428558478,Starchy Foods,185.7924,OUT010,1998,15,Medium,Tier 3,Grocery Store,370.1848
NCX30,Non-Consumable,16.7,Non-Edible,0.026620627,0.403631613,Household,249.2776,OUT046,1997,16,Small,Tier 1,Supermarket Type1,4210.5192
DRI51,Drinks,17.25,Low Fat,0.042480566,0.644105768,Dairy,173.4764,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,2404.8696
FDH31,Food,12.79,Regular,0.06595278,1,Meat,98.2042,OUT019,1985,28,Small,Tier 1,Grocery Store,198.4084
FDR19,Food,13.5,Regular,0.159720671,2.421742814,Fruits and Vegetables,147.6102,OUT046,1997,16,Small,Tier 1,Supermarket Type1,4082.6856
FDJ04,Food,18,Low Fat,0.124348482,1.885416839,Frozen Foods,118.3124,OUT013,1987,26,High,Tier 3,Supermarket Type1,948.0992
FDP01,Food,20.75,Regular,0.063684145,0.965602132,Breakfast,151.7682,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1372.2138
FDY35,Food,17.6,Regular,0.016092971,0.24400747,Breads,45.8402,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1102.5648
DRC36,Drinks,13,Regular,0.06595278,1,Soft Drinks,173.6054,OUT013,1987,26,High,Tier 3,Supermarket Type1,1751.054
FDZ55,Food,6.055,Low Fat,0.025552424,0.387435132,Fruits and Vegetables,158.492,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,3994.8
FDD11,Food,12.85,Low Fat,0.030591255,0.463835717,Starchy Foods,251.404,OUT013,1987,26,High,Tier 3,Supermarket Type1,2277.036
NCJ29,Non-Consumable,10.6,Non-Edible,0.035336287,0.535781615,Health and Hygiene,87.0224,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1193.1136
FDI52,Food,18.7,Low Fat,0.104658344,1.586867817,Frozen Foods,121.2072,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1470.0864
NCF06,Non-Consumable,6.235,Non-Edible,0.020198354,0.306254778,Household,257.9962,OUT046,1997,16,Small,Tier 1,Supermarket Type1,517.9924
FDG16,Food,15.25,Low Fat,0.089816808,1.361835058,Frozen Foods,217.3192,OUT046,1997,16,Small,Tier 1,Supermarket Type1,5608.6992
FDX07,Food,19.2,Regular,0.022954444,0.348043615,Fruits and Vegetables,184.495,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,4028.09
FDR14,Food,11.65,Low Fat,0.174049032,2.638994626,Dairy,52.9298,OUT046,1997,16,Small,Tier 1,Supermarket Type1,647.1576
FDV36,Food,18.7,Low Fat,0.044024163,0.667510346,Baking Goods,125.902,OUT010,1998,15,Medium,Tier 3,Grocery Store,126.502
NCP14,Non-Consumable,8.275,Non-Edible,0.110739031,1.679065401,Household,103.3306,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,2404.2038
FDJ12,Food,8.895,Regular,0.039008625,0.591462938,Baking Goods,209.0296,OUT013,1987,26,High,Tier 3,Supermarket Type1,2285.0256
FDL46,Food,20.35,Low Fat,0.054277132,0.822969585,Snack Foods,117.3466,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,824.9262
FDL21,Food,15.85,Regular,0.007160908,0.108576287,Snack Foods,39.348,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,719.064
NCA30,Non-Consumable,19,Non-Edible,0.129226104,1.959373115,Household,190.5872,OUT013,1987,26,High,Tier 3,Supermarket Type1,1890.872
NCN26,Non-Consumable,10.85,Non-Edible,0.06595278,1,Household,119.0808,OUT013,1987,26,High,Tier 3,Supermarket Type1,2343.616
FDJ10,Food,5.095,Regular,0.129479176,1.963210285,Snack Foods,139.7838,OUT035,2004,9,Small,Tier 2,Supermarket Type1,1264.3542
NCE18,Non-Consumable,10,Non-Edible,0.021512619,0.326182141,Household,247.775,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,3745.125
FDW21,Food,5.34,Regular,0.005958918,0.090351279,Snack Foods,101.6358,OUT013,1987,26,High,Tier 3,Supermarket Type1,1709.1086
FDA55,Food,17.2,Regular,0.056941603,0.863369262,Fruits and Vegetables,222.5088,OUT013,1987,26,High,Tier 3,Supermarket Type1,5369.0112
NCX30,Non-Consumable,12.79,Non-Edible,0.026491715,0.401677003,Household,247.2776,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,6191.94
FDA20,Food,12.79,Low Fat,0.066298469,1.005241462,Fruits and Vegetables,186.824,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,6338.416
FDT20,Food,10.5,Low Fat,0.041360997,0.627130456,Fruits and Vegetables,39.5164,OUT013,1987,26,High,Tier 3,Supermarket Type1,926.7936
FDR11,Food,10.5,Regular,0.142759833,2.164576429,Breads,159.3578,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3048.6982
FDU26,Food,16.7,Regular,0.042792568,0.648836455,Dairy,118.6782,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1549.3166
NCY54,Non-Consumable,8.43,Non-Edible,0.177694846,2.694273782,Household,171.1422,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2586.633
FDP26,Food,7.785,Low Fat,0.139552827,2.115950639,Dairy,105.6306,OUT046,1997,16,Small,Tier 1,Supermarket Type1,418.1224
FDK58,Food,11.35,Regular,0.045052492,0.683102244,Snack Foods,102.6016,OUT049,1999,14,Medium,Tier 1,Supermarket Type1,3137.2496
NCK53,Non-Consumable,11.6,Non-Edible,0.037581243,0.569820453,Health and Hygiene,98.9042,OUT046,1997,16,Small,Tier 1,Supermarket Type1,1488.063
FDY52,Food,6.365,Low Fat,0.007342171,0.111324663,Frozen Foods,59.9536,OUT013,1987,26,High,Tier 3,Supermarket Type1,980.0576
NCU30,Non-Consumable,5.11,Non-Edible,0.034945416,0.529855087,Household,161.121,OUT045,2002,11,Medium,Tier 2,Supermarket Type1,2609.936
NCA18,Non-Consumable,10.1,Non-Edible,0.056030907,0.849560959,Household,115.1492,OUT013,1987,26,High,Tier 3,Supermarket Type1,1737.738
FDX40,Food,12.85,Low Fat,0.099553084,1.509460011,Frozen Foods,40.0164,OUT017,2007,6,Medium,Tier 2,Supermarket Type1,1312.9576
FDX13,Food,7.725,Low Fat,0.047782959,0.724502576,Canned,249.1092,OUT046,1997,16,Small,Tier 1,Supermarket Type1,2490.092
FDK36,Food,12.79,Low Fat,0.007180374,0.108871438,Baking Goods,47.4034,OUT027,1985,28,Medium,Tier 3,Supermarket Type3,631.8442
NCP55,Non-Consumable,12.79,Non-Edible,0.019592289,0.2970654,Others,56.9614,OUT019,1985,28,Small,Tier 1,Grocery Store,221.0456
FDO56,Food,12.79,Regular,0.078758649,1.194167236,Fruits and Vegetables,116.3808,OUT019,1985,28,Small,Tier 1,Grocery Store,234.3616
NCT06,Non-Consumable,17.1,Non-Edible,0.06595278,1,Household,167.0842,OUT018,2009,4,Medium,Tier 3,Supermarket Type2,1326.2736
FDX45,Food,12.79,Low Fat,0.18358896,2.783642479,Snack Foods,154.663,OUT019,1985,28,Small,Tier 1,Grocery Store,312.926
