"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
12.6,"LF",0.077348214,"Snack Foods",260,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8029
5.77,"LF",0.072238195,"Frozen Foods",120,"OUT013",26,"High","Tier 3","Supermarket Type1",1687
11.3,"LF",0.047912071,"Household",180,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1258
14.15,"LF",0.035016754,"Snack Foods",245,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1706
12.6,"LF",0.036150153,"Dairy",220,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5695
8.7,"LF",0.120211747,"Household",93,"OUT017",6,"Small","Tier 2","Supermarket Type1",666
12.35,"Regular",0.15911489,"Meat",158,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1105
11.85,"Regular",0.055805027,"Baking Goods",53,"OUT049",14,"Medium","Tier 1","Supermarket Type1",513
20.1,"LF",0.07461309,"Dairy",109,"OUT035",9,"Small","Tier 2","Supermarket Type1",1216
14.15,"LF",0.183507295,"Soft Drinks",82,"OUT046",16,"Small","Tier 1","Supermarket Type1",1137
12.6,"LF",0.163148041,"Household",117,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3200
11.8,"Regular",0.106968096,"Dairy",222,"OUT013",26,"High","Tier 3","Supermarket Type1",3113
19.1,"LF",0.15385153,"Others",185,"OUT010",15,"Small","Tier 3","Grocery Store",551
14.6,"Regular",0.043133816,"Fruits and Vegetables",110,"OUT018",4,"Medium","Tier 3","Supermarket Type2",651
20.5,"LF",0.119848041,"Baking Goods",109,"OUT018",4,"Medium","Tier 3","Supermarket Type2",431
12.35,"LF",0.02678995,"Canned",59,"OUT018",4,"Medium","Tier 3","Supermarket Type2",927
12.6,"LF",0.171383506,"Canned",51,"OUT019",28,"Small","Tier 1","Grocery Store",208
12.6,"LF",0.01724183,"Soft Drinks",197,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8868
14.8,"LF",0.044869794,"Soft Drinks",76,"OUT035",9,"Small","Tier 2","Supermarket Type1",1531
11.1,"Regular",0.036174285,"Frozen Foods",176,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1582
8.9,"Regular",0.137858955,"Frozen Foods",162,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2578
17.85,"Regular",0.020942867,"Meat",260,"OUT035",9,"Small","Tier 2","Supermarket Type1",4176
10.6,"Regular",0.033103556,"Breakfast",49,"OUT049",14,"Medium","Tier 1","Supermarket Type1",708
17.7,"LF",0.174340475,"Fruits and Vegetables",117,"OUT035",9,"Small","Tier 2","Supermarket Type1",3571
16.5,"LF",0.028418817,"Snack Foods",93,"OUT046",16,"Small","Tier 1","Supermarket Type1",2098
8.93,"LF",0.028393624,"Dairy",153,"OUT013",26,"High","Tier 3","Supermarket Type1",1378
7.29,"LF",0.031125709,"Household",174,"OUT013",26,"High","Tier 3","Supermarket Type1",4378
12.6,"LF",0.328390948,"Canned",146,"OUT019",28,"Small","Tier 1","Grocery Store",589
11.3,"LF",0.066816565,"Household",192,"OUT045",11,"Small","Tier 2","Supermarket Type1",1356
12.6,"LF",0.008792907,"Frozen Foods",97,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2956
20.2,"Regular",0.039469737,"Breakfast",155,"OUT017",6,"Small","Tier 2","Supermarket Type1",782
17.6,"LF",0.049144165,"Snack Foods",113,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1718
7.07,"LF",0.094201018,"Snack Foods",116,"OUT017",6,"Small","Tier 2","Supermarket Type1",1037
17.1,"LF",0.128937661,"Fruits and Vegetables",112,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1779
11.6,"LF",0.017780986,"Canned",177,"OUT045",11,"Small","Tier 2","Supermarket Type1",1778
8.9,"Regular",0.088305478,"Snack Foods",123,"OUT035",9,"Small","Tier 2","Supermarket Type1",1478
12.6,"Regular",0.160722863,"Fruits and Vegetables",66,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2237
5.31,"Regular",0.07871639,"Meat",184,"OUT010",15,"Small","Tier 3","Grocery Store",551
12.6,"LF",0.030062224,"Health and Hygiene",154,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2471
12.6,"LF",0.059336763,"Snack Foods",212,"OUT019",28,"Small","Tier 1","Grocery Store",425
12.6,"LF",0.060888514,"Household",130,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1566
11.1,"LF",0.033160417,"Household",120,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2252
16.2,"LF",0.063385859,"Canned",98,"OUT017",6,"Small","Tier 2","Supermarket Type1",2696
12.6,"LF",0.088551694,"Household",192,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5944
5.66,"LF",0.085622362,"Fruits and Vegetables",167,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2330
13.5,"Regular",0.128791854,"Starchy Foods",95,"OUT035",9,"Small","Tier 2","Supermarket Type1",1944
8.19,"LF",0.046556408,"Fruits and Vegetables",48,"OUT049",14,"Medium","Tier 1","Supermarket Type1",640
13.1,"LF",0.075731322,"Dairy",168,"OUT045",11,"Small","Tier 2","Supermarket Type1",1504
9.6,"LF",0.085085743,"Baking Goods",105,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1065
10.65,"LF",0.024107056,"Fruits and Vegetables",57,"OUT017",6,"Small","Tier 2","Supermarket Type1",447
13.3,"LF",0.080257683,"Dairy",233,"OUT017",6,"Small","Tier 2","Supermarket Type1",1864
11.8,"LF",0.008554052,"Health and Hygiene",117,"OUT013",26,"High","Tier 3","Supermarket Type1",1969
16.75,"LF",0.029785889,"Snack Foods",39,"OUT049",14,"Medium","Tier 1","Supermarket Type1",629
12.6,"Regular",0.021951613,"Fruits and Vegetables",251,"OUT013",26,"High","Tier 3","Supermarket Type1",4731
12.6,"LF",0.039300964,"Snack Foods",100,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1885
12.6,"Regular",0.041779181,"Meat",43,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1108
20.1,"LF",0.034646067,"Household",121,"OUT035",9,"Small","Tier 2","Supermarket Type1",1311
12.6,"LF",0.053971566,"Snack Foods",141,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3120
19.25,"LF",0.1017546,"Dairy",55,"OUT035",9,"Small","Tier 2","Supermarket Type1",491
15.35,"LF",0.035292855,"Household",125,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1601
13,"LF",0.041994899,"Household",255,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5100
10.9,"LF",0.108253944,"Fruits and Vegetables",195,"OUT010",15,"Small","Tier 3","Grocery Store",585
12.3,"LF",0.111727876,"Baking Goods",34,"OUT018",4,"Medium","Tier 3","Supermarket Type2",565
12.6,"LF",0.082602127,"Baking Goods",121,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3878
19.2,"LF",0.035384612,"Snack Foods",180,"OUT017",6,"Small","Tier 2","Supermarket Type1",3428
18.5,"Regular",0.076097035,"Dairy",146,"OUT010",15,"Small","Tier 3","Grocery Store",292
16.85,"LF",0.036446751,"Snack Foods",90,"OUT049",14,"Medium","Tier 1","Supermarket Type1",996
11.35,"Regular",0.023322478,"Dairy",183,"OUT046",16,"Small","Tier 1","Supermarket Type1",3308
19.35,"Regular",0.083079826,"Fruits and Vegetables",80,"OUT010",15,"Small","Tier 3","Grocery Store",157
20.25,"Regular",0.022921735,"Baking Goods",241,"OUT013",26,"High","Tier 3","Supermarket Type1",3365
8.42,"Regular",0.030890618,"Canned",229,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5955
8.62,"LF",0.116152226,"Fruits and Vegetables",94,"OUT013",26,"High","Tier 3","Supermarket Type1",1513
6.87,"LF",0,"Soft Drinks",130,"OUT013",26,"High","Tier 3","Supermarket Type1",2325
16.75,"Regular",0.013711274,"Canned",100,"OUT010",15,"Small","Tier 3","Grocery Store",204
8.58,"Regular",0.071786706,"Dairy",193,"OUT013",26,"High","Tier 3","Supermarket Type1",780
18.75,"LF",0.010365546,"Household",207,"OUT046",16,"Small","Tier 1","Supermarket Type1",3126
12.6,"Regular",0.066765523,"Fruits and Vegetables",107,"OUT019",28,"Small","Tier 1","Grocery Store",421
5.63,"Regular",0.024579432,"Meat",105,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1045
7.57,"LF",0.054863459,"Health and Hygiene",58,"OUT018",4,"Medium","Tier 3","Supermarket Type2",509
15.1,"LF",0.095545715,"Baking Goods",157,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4437
18.35,"Regular",0.09468096,"Fruits and Vegetables",86,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1632
20.85,"Regular",0.062350672,"Baking Goods",87,"OUT045",11,"Small","Tier 2","Supermarket Type1",1417
14,"LF",0.041283361,"Starchy Foods",182,"OUT035",9,"Small","Tier 2","Supermarket Type1",5453
8.89,"LF",0.005505481,"Frozen Foods",102,"OUT017",6,"Small","Tier 2","Supermarket Type1",2732
19.6,"LF",0.025286583,"Health and Hygiene",152,"OUT046",16,"Small","Tier 1","Supermarket Type1",1366
15.2,"LF",0,"Soft Drinks",97,"OUT046",16,"Small","Tier 1","Supermarket Type1",479
12.6,"Regular",0.075791641,"Dairy",193,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8388
12.6,"Regular",0.090473389,"Frozen Foods",230,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6024
19.35,"LF",0.118080437,"Snack Foods",223,"OUT035",9,"Small","Tier 2","Supermarket Type1",6040
21.25,"LF",0.024693927,"Household",144,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1750
12.6,"LF",0.022351808,"Meat",144,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4987
15.6,"LF",0.172946916,"Fruits and Vegetables",114,"OUT045",11,"Small","Tier 2","Supermarket Type1",1822
20.75,"Regular",0.083606565,"Frozen Foods",179,"OUT046",16,"Small","Tier 1","Supermarket Type1",3609
12.6,"LF",0.091411749,"Health and Hygiene",121,"OUT019",28,"Small","Tier 1","Grocery Store",370
15.7,"Regular",0.030624844,"Snack Foods",252,"OUT046",16,"Small","Tier 1","Supermarket Type1",1258
13.1,"Regular",0.098938169,"Frozen Foods",196,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4139
15.5,"Regular",0.156797787,"Snack Foods",149,"OUT013",26,"High","Tier 3","Supermarket Type1",3973
10.4,"LF",0.031219108,"Seafood",157,"OUT035",9,"Small","Tier 2","Supermarket Type1",4595
9.7,"LF",0.049498821,"Snack Foods",159,"OUT010",15,"Small","Tier 3","Grocery Store",320
12.6,"Regular",0.11679292,"Baking Goods",196,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5500
16,"Regular",0.099832728,"Frozen Foods",87,"OUT017",6,"Small","Tier 2","Supermarket Type1",264
16.75,"LF",0.07585337,"Health and Hygiene",37,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1151
14.3,"Regular",0.034605882,"Baking Goods",96,"OUT017",6,"Small","Tier 2","Supermarket Type1",2153
12.6,"LF",0.039988162,"Frozen Foods",56,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1025
13.15,"Regular",0.038029746,"Snack Foods",89,"OUT045",11,"Small","Tier 2","Supermarket Type1",1758
12.6,"LF",0.104784329,"Health and Hygiene",266,"OUT019",28,"Small","Tier 1","Grocery Store",529
12.6,"LF",0.007962273,"Dairy",174,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5173
7.37,"LF",0.04280099,"Fruits and Vegetables",228,"OUT017",6,"Small","Tier 2","Supermarket Type1",2037
11.85,"Regular",0.050186726,"Fruits and Vegetables",164,"OUT045",11,"Small","Tier 2","Supermarket Type1",3125
14.3,"Regular",0.065207559,"Fruits and Vegetables",90,"OUT046",16,"Small","Tier 1","Supermarket Type1",967
9.9,"LF",0.167799329,"Soft Drinks",239,"OUT035",9,"Small","Tier 2","Supermarket Type1",5244
7.27,"Regular",0.020898691,"Canned",92,"OUT017",6,"Small","Tier 2","Supermarket Type1",815
6.58,"Regular",0.075625152,"Breads",146,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3193
11.8,"Regular",0.057746382,"Meat",152,"OUT017",6,"Small","Tier 2","Supermarket Type1",3930
12.15,"LF",0.028656248,"Household",149,"OUT045",11,"Small","Tier 2","Supermarket Type1",1204
7.79,"Regular",0.038210084,"Fruits and Vegetables",104,"OUT045",11,"Small","Tier 2","Supermarket Type1",947
12.6,"LF",0.039055756,"Household",152,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2116
18.25,"LF",0.075311837,"Snack Foods",123,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2988
19.1,"LF",0.045308131,"Dairy",43,"OUT046",16,"Small","Tier 1","Supermarket Type1",650
15.85,"LF",0.07867708,"Canned",38,"OUT049",14,"Medium","Tier 1","Supermarket Type1",342
11.1,"LF",0,"Baking Goods",156,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2377
12.6,"LF",0.083547515,"Household",179,"OUT019",28,"Small","Tier 1","Grocery Store",360
7.68,"LF",0.153177941,"Health and Hygiene",85,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1278
9.5,"LF",0.042123243,"Soft Drinks",32,"OUT017",6,"Small","Tier 2","Supermarket Type1",433
20.6,"LF",0.082935004,"Baking Goods",120,"OUT013",26,"High","Tier 3","Supermarket Type1",2666
7.08,"LF",0.058298384,"Dairy",146,"OUT013",26,"High","Tier 3","Supermarket Type1",1726
13.65,"Regular",0.184167712,"Canned",214,"OUT046",16,"Small","Tier 1","Supermarket Type1",1274
5.88,"Regular",0.030418998,"Frozen Foods",103,"OUT017",6,"Small","Tier 2","Supermarket Type1",1342
14.5,"Regular",0.063962842,"Breads",263,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2617
9,"LF",0.032022535,"Household",102,"OUT046",16,"Small","Tier 1","Supermarket Type1",1720
6.85,"LF",0.022864238,"Frozen Foods",260,"OUT013",26,"High","Tier 3","Supermarket Type1",6018
7.72,"LF",0.12152072,"Fruits and Vegetables",118,"OUT046",16,"Small","Tier 1","Supermarket Type1",959
19.35,"Regular",0.049712775,"Fruits and Vegetables",78,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1493
9.2,"LF",0.048059871,"Household",106,"OUT046",16,"Small","Tier 1","Supermarket Type1",2223
20,"LF",0.034369528,"Baking Goods",44,"OUT046",16,"Small","Tier 1","Supermarket Type1",892
12.65,"LF",0.069565759,"Meat",52,"OUT045",11,"Small","Tier 2","Supermarket Type1",571
17.7,"LF",0.050929429,"Household",129,"OUT035",9,"Small","Tier 2","Supermarket Type1",1780
14.5,"Regular",0,"Fruits and Vegetables",170,"OUT035",9,"Small","Tier 2","Supermarket Type1",2045
6.42,"LF",0.053688479,"Dairy",178,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2328
12.6,"LF",0.09619424,"Snack Foods",211,"OUT035",9,"Small","Tier 2","Supermarket Type1",1254
16.75,"LF",0.081252534,"Fruits and Vegetables",256,"OUT013",26,"High","Tier 3","Supermarket Type1",7453
13.6,"Regular",0.119361718,"Dairy",232,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2563
10.5,"LF",0.048009081,"Hard Drinks",157,"OUT035",9,"Small","Tier 2","Supermarket Type1",2209
20.25,"Regular",0.022976493,"Baking Goods",240,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4086
20.25,"Regular",0.076470697,"Dairy",196,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2731
7.61,"LF",0.129503146,"Fruits and Vegetables",164,"OUT045",11,"Small","Tier 2","Supermarket Type1",3915
11.8,"Regular",0.02592132,"Meat",102,"OUT035",9,"Small","Tier 2","Supermarket Type1",1732
12.6,"LF",0.024190156,"Dairy",34,"OUT035",9,"Small","Tier 2","Supermarket Type1",494
16.1,"LF",0.100149459,"Fruits and Vegetables",78,"OUT013",26,"High","Tier 3","Supermarket Type1",1158
6.47,"LF",0,"Canned",263,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2915
12.6,"Regular",0.158424516,"Fruits and Vegetables",62,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2291
12.15,"LF",0.06479182,"Others",254,"OUT045",11,"Small","Tier 2","Supermarket Type1",2277
11.8,"Regular",0.076705948,"Snack Foods",35,"OUT035",9,"Small","Tier 2","Supermarket Type1",781
5.78,"Regular",0.074264356,"Snack Foods",265,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4746
12.6,"Regular",0.06627464,"Snack Foods",54,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3003
16.35,"Regular",0.062359467,"Fruits and Vegetables",224,"OUT013",26,"High","Tier 3","Supermarket Type1",4288
14.35,"Regular",0.090896452,"Frozen Foods",231,"OUT035",9,"Small","Tier 2","Supermarket Type1",6024
7.58,"LF",0.092711708,"Dairy",198,"OUT010",15,"Small","Tier 3","Grocery Store",197
5.74,"LF",0.05695045,"Fruits and Vegetables",178,"OUT035",9,"Small","Tier 2","Supermarket Type1",1588
12.6,"LF",0.144338493,"Health and Hygiene",224,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6976
17.2,"LF",0.15616879,"Meat",161,"OUT013",26,"High","Tier 3","Supermarket Type1",3691
10.2,"Regular",0.146540889,"Frozen Foods",142,"OUT013",26,"High","Tier 3","Supermarket Type1",1686
12.1,"LF",0.016895293,"Hard Drinks",179,"OUT018",4,"Medium","Tier 3","Supermarket Type2",899
12.6,"LF",0.082353076,"Household",177,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4203
20.5,"Regular",0.112316501,"Fruits and Vegetables",194,"OUT013",26,"High","Tier 3","Supermarket Type1",4456
12.6,"Regular",0.030118338,"Breads",249,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3486
17.7,"LF",0.116542484,"Snack Foods",183,"OUT046",16,"Small","Tier 1","Supermarket Type1",3504
20.5,"LF",0.032819637,"Household",39,"OUT049",14,"Medium","Tier 1","Supermarket Type1",982
16.6,"LF",0.135707553,"Hard Drinks",171,"OUT035",9,"Small","Tier 2","Supermarket Type1",1380
20.5,"Regular",0.019199733,"Frozen Foods",84,"OUT046",16,"Small","Tier 1","Supermarket Type1",1816
19.2,"LF",0.035185588,"Snack Foods",181,"OUT046",16,"Small","Tier 1","Supermarket Type1",1443
6.37,"LF",0.007363189,"Frozen Foods",63,"OUT045",11,"Small","Tier 2","Supermarket Type1",1225
20.5,"LF",0.141674844,"Starchy Foods",91,"OUT013",26,"High","Tier 3","Supermarket Type1",1606
9.6,"LF",0.03625493,"Fruits and Vegetables",141,"OUT013",26,"High","Tier 3","Supermarket Type1",2694
19,"LF",0.017791458,"Health and Hygiene",212,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2117
18.1,"LF",0.022395357,"Fruits and Vegetables",97,"OUT035",9,"Small","Tier 2","Supermarket Type1",1333
13.8,"LF",0.141325834,"Dairy",265,"OUT035",9,"Small","Tier 2","Supermarket Type1",8480
12.6,"LF",0.170213676,"Dairy",90,"OUT019",28,"Small","Tier 1","Grocery Store",176
18.25,"LF",0,"Frozen Foods",224,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4966
14.8,"LF",0.01946418,"Health and Hygiene",196,"OUT013",26,"High","Tier 3","Supermarket Type1",1951
11.5,"LF",0.021020616,"Health and Hygiene",131,"OUT045",11,"Small","Tier 2","Supermarket Type1",2782
18.85,"LF",0.137410256,"Hard Drinks",162,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1605
19.1,"LF",0.096733815,"Fruits and Vegetables",233,"OUT046",16,"Small","Tier 1","Supermarket Type1",5141
16.7,"Regular",0.06121901,"Baking Goods",100,"OUT017",6,"Small","Tier 2","Supermarket Type1",1971
19.75,"LF",0.033942546,"Snack Foods",214,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4460
6.75,"Regular",0.108148913,"Dairy",96,"OUT013",26,"High","Tier 3","Supermarket Type1",959
12.35,"Regular",0.18614827,"Baking Goods",78,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1158
16.85,"Regular",0.026561057,"Canned",94,"OUT049",14,"Medium","Tier 1","Supermarket Type1",466
12.35,"Regular",0.158337479,"Meat",158,"OUT013",26,"High","Tier 3","Supermarket Type1",3314
12.6,"Regular",0.058545606,"Meat",156,"OUT019",28,"Small","Tier 1","Grocery Store",310
21.1,"Regular",0.020750867,"Breakfast",129,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1927
12.6,"LF",0.005448005,"Frozen Foods",102,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3542
8.31,"Regular",0.115911972,"Snack Foods",177,"OUT045",11,"Small","Tier 2","Supermarket Type1",1948
18.5,"LF",0.025813943,"Meat",89,"OUT045",11,"Small","Tier 2","Supermarket Type1",892
20.7,"Regular",0.16767231,"Fruits and Vegetables",124,"OUT010",15,"Small","Tier 3","Grocery Store",248
12.6,"LF",0.026938317,"Household",174,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4012
16.2,"LF",0.019457372,"Soft Drinks",154,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1246
19,"LF",0.129309277,"Household",189,"OUT035",9,"Small","Tier 2","Supermarket Type1",3593
8.06,"LF",0.021420031,"Breakfast",232,"OUT045",11,"Small","Tier 2","Supermarket Type1",3003
12.6,"Regular",0,"Frozen Foods",84,"OUT019",28,"Small","Tier 1","Grocery Store",254
19.1,"LF",0.177629525,"Household",174,"OUT045",11,"Small","Tier 2","Supermarket Type1",2414
12.6,"LF",0.122832172,"Dairy",218,"OUT019",28,"Small","Tier 1","Grocery Store",433
17.6,"LF",0.058091269,"Meat",156,"OUT046",16,"Small","Tier 1","Supermarket Type1",2947
9.6,"LF",0.035780385,"Snack Foods",241,"OUT017",6,"Small","Tier 2","Supermarket Type1",3645
9.7,"Regular",0.029158763,"Canned",175,"OUT035",9,"Small","Tier 2","Supermarket Type1",1235
15,"Regular",0.054488534,"Canned",58,"OUT045",11,"Small","Tier 2","Supermarket Type1",469
18.75,"LF",0.023820082,"Dairy",98,"OUT013",26,"High","Tier 3","Supermarket Type1",1488
20.75,"Regular",0,"Seafood",240,"OUT045",11,"Small","Tier 2","Supermarket Type1",2637
12.6,"LF",0.073024401,"Health and Hygiene",122,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3116
17,"Regular",0.016030344,"Snack Foods",228,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2748
13.8,"LF",0.013263968,"Canned",107,"OUT046",16,"Small","Tier 1","Supermarket Type1",2930
10.2,"Regular",0.017658634,"Starchy Foods",240,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1442
12.6,"Regular",0.029943463,"Canned",60,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1678
8.88,"LF",0.098622378,"Household",208,"OUT046",16,"Small","Tier 1","Supermarket Type1",5453
7.16,"Regular",0.168154574,"Breads",34,"OUT035",9,"Small","Tier 2","Supermarket Type1",882
9.2,"LF",0.114885647,"Frozen Foods",60,"OUT046",16,"Small","Tier 1","Supermarket Type1",1101
12.3,"LF",0.036590807,"Frozen Foods",193,"OUT010",15,"Small","Tier 3","Grocery Store",192
6.12,"Regular",0.01179078,"Soft Drinks",189,"OUT010",15,"Small","Tier 3","Grocery Store",949
