Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
FDG53,10,LF,0.045848263,Frozen Foods,2.141506212,OUT035,9,Small,Tier 2,Supermarket Type1,3.349683068
FDV26,20.25,Regular,0.076160451,Dairy,2.292874722,OUT046,16,Small,Tier 1,Supermarket Type1,3.436339447
FDE40,15.6,Regular,0.099704558,Dairy,1.800162862,OUT017,6,Small,Tier 2,Supermarket Type1,3.114046034
FDM02,12.5,Regular,0.073735058,Canned,1.94011687,OUT046,16,Small,Tier 1,Supermarket Type1,3.219368687
FDU11,4.79,LF,0.0931174,Breads,2.074120574,OUT017,6,Small,Tier 2,Supermarket Type1,2.55814362
FDB51,6.92,LF,0.038446805,Dairy,1.803356042,OUT035,9,Small,Tier 2,Supermarket Type1,2.87565289
FDQ03,15,Regular,0.078172471,Meat,2.378079423,OUT045,11,Small,Tier 2,Supermarket Type1,3.550885048
DRK35,8.37,LF,0.071992202,Hard Drinks,1.583772163,OUT045,11,Small,Tier 2,Supermarket Type1,2.994191994
FDZ32,7.79,Regular,0.038210084,Fruits and Vegetables,2.0166005,OUT045,11,Small,Tier 2,Supermarket Type1,2.976243387
FDU38,10.8,LF,0.0824812,Dairy,2.28250973,OUT013,26,High,Tier 3,Supermarket Type1,3.396679631
DRM11,6.57,LF,0.066069578,Hard Drinks,2.416686763,OUT046,16,Small,Tier 1,Supermarket Type1,3.619640531
FDS36,8.38,Regular,0.046848322,Baking Goods,2.043586245,OUT013,26,High,Tier 3,Supermarket Type1,3.584895779
FDO52,11.6,Regular,0.077164595,Frozen Foods,2.236815786,OUT046,16,Small,Tier 1,Supermarket Type1,3.409368173
FDA04,11.3,Regular,0.066833743,Frozen Foods,2.410433372,OUT049,14,Medium,Tier 1,Supermarket Type1,3.367535902
NCE31,7.67,LF,0.185596553,Household,1.552930903,OUT018,4,Medium,Tier 3,Supermarket Type2,1.84037713
FDC33,8.96,Regular,0.068925304,Fruits and Vegetables,2.294415078,OUT035,9,Small,Tier 2,Supermarket Type1,3.440763538
FDS33,6.67,Regular,0.12367891,Snack Foods,1.949152788,OUT045,11,Small,Tier 2,Supermarket Type1,2.947195432
NCJ05,18.7,LF,0.046348967,Health and Hygiene,2.186584004,OUT017,6,Small,Tier 2,Supermarket Type1,3.224571958
FDN51,17.85,Regular,0.021065311,Meat,2.417627115,OUT017,6,Small,Tier 2,Supermarket Type1,3.778357694
FDZ10,12.6,LF,0.077849833,Snack Foods,2.10449394,OUT019,28,Small,Tier 1,Grocery Store,2.704157383
NCQ30,7.73,LF,0.029236727,Household,2.092865853,OUT017,6,Small,Tier 2,Supermarket Type1,3.127187566
FDL09,19.6,Regular,0.127929521,Snack Foods,2.223967101,OUT013,26,High,Tier 3,Supermarket Type1,3.567167012
FDU03,18.7,Regular,0.091560606,Meat,2.260856226,OUT035,9,Small,Tier 2,Supermarket Type1,3.583313648
FDQ32,12.6,Regular,0.081605462,Fruits and Vegetables,2.087564216,OUT019,28,Small,Tier 1,Grocery Store,2.56997799
FDI38,13.35,Regular,0.014626901,Canned,2.31756988,OUT046,16,Small,Tier 1,Supermarket Type1,3.546553101
FDE36,5.26,Regular,0.041837331,Baking Goods,2.209211438,OUT049,14,Medium,Tier 1,Supermarket Type1,3.705640592
FDY02,8.95,Regular,0.088002959,Dairy,2.41729063,OUT018,4,Medium,Tier 3,Supermarket Type2,3.265038926
NCA17,20.6,LF,0.04551031,Health and Hygiene,2.175045378,OUT045,11,Small,Tier 2,Supermarket Type1,2.95174306
DRJ25,14.6,LF,0.150801606,Soft Drinks,1.688145632,OUT049,14,Medium,Tier 1,Supermarket Type1,3.090515519
FDI26,5.94,LF,0.03495749,Canned,2.248302911,OUT045,11,Small,Tier 2,Supermarket Type1,3.455598568
FDT50,6.75,Regular,0.108458498,Dairy,1.986660684,OUT045,11,Small,Tier 2,Supermarket Type1,2.981706283
FDR02,16.7,LF,0.022155562,Dairy,2.039765379,OUT018,4,Medium,Tier 3,Supermarket Type2,3.000302771
NCY05,13.5,LF,0.055301055,Health and Hygiene,1.540171748,OUT017,6,Small,Tier 2,Supermarket Type1,2.50186217
FDI50,8.42,Regular,0.030816999,Canned,2.363302035,OUT013,26,High,Tier 3,Supermarket Type1,3.535993492
FDW56,7.68,LF,0.0711891,Fruits and Vegetables,2.28626825,OUT018,4,Medium,Tier 3,Supermarket Type2,3.761362888
FDS32,17.75,Regular,0.029821648,Fruits and Vegetables,2.146077779,OUT017,6,Small,Tier 2,Supermarket Type1,3.050716233
FDT48,4.92,LF,0.046142232,Baking Goods,2.299089582,OUT018,4,Medium,Tier 3,Supermarket Type2,3.677771297
FDU57,8.27,Regular,0.089735804,Snack Foods,2.172517698,OUT045,11,Small,Tier 2,Supermarket Type1,3.432724735
FDL51,20.7,Regular,0.04745185,Dairy,2.331806961,OUT013,26,High,Tier 3,Supermarket Type1,3.477327698
FDO52,11.6,Regular,0.077150004,Frozen Foods,2.230986603,OUT035,9,Small,Tier 2,Supermarket Type1,3.274669599
FDS57,12.6,LF,0.181114059,Snack Foods,2.151207381,OUT019,28,Small,Tier 1,Grocery Store,2.632903505
FDR22,19.35,Regular,0.018562604,Snack Foods,2.043576032,OUT046,16,Small,Tier 1,Supermarket Type1,3.194781108
FDB57,20.25,Regular,0.018789455,Fruits and Vegetables,2.346503973,OUT013,26,High,Tier 3,Supermarket Type1,3.493218293
FDA04,11.3,Regular,0.066674465,Frozen Foods,2.41362863,OUT013,26,High,Tier 3,Supermarket Type1,3.714323388
FDM09,11.15,Regular,0.143831787,Snack Foods,2.23039527,OUT010,15,Small,Tier 3,Grocery Store,2.229883971
NCQ38,12.6,LF,0.023402893,Others,2.034339633,OUT019,28,Small,Tier 1,Grocery Store,2.328493769
FDP52,18.7,Regular,0.070979698,Frozen Foods,2.360784582,OUT018,4,Medium,Tier 3,Supermarket Type2,3.206260926
DRK11,12.6,LF,0.018847114,Hard Drinks,2.17037673,OUT019,28,Small,Tier 1,Grocery Store,2.650713064
FDN40,5.88,LF,0.086945823,Frozen Foods,2.184690863,OUT017,6,Small,Tier 2,Supermarket Type1,3.567167012
FDV58,20.85,LF,0.121438886,Snack Foods,2.292577685,OUT049,14,Medium,Tier 1,Supermarket Type1,3.194781108
DRA59,8.27,Regular,0,Soft Drinks,2.263144458,OUT017,6,Small,Tier 2,Supermarket Type1,3.381331939
FDE23,17.6,Regular,0.053288857,Starchy Foods,1.674916227,OUT045,11,Small,Tier 2,Supermarket Type1,2.782385183
FDI08,18.2,Regular,0.066431507,Fruits and Vegetables,2.398129667,OUT045,11,Small,Tier 2,Supermarket Type1,3.626664314
FDE09,12.6,LF,0.037824735,Fruits and Vegetables,2.040296882,OUT019,28,Small,Tier 1,Grocery Store,2.520573134
FDG09,20.6,Regular,0.047936284,Fruits and Vegetables,2.268941915,OUT046,16,Small,Tier 1,Supermarket Type1,3.595812194
FDS57,15.5,LF,0.103356186,Snack Foods,2.154871124,OUT013,26,High,Tier 3,Supermarket Type1,3.197174936
FDW15,15.35,Regular,0.055067732,Meat,2.166055162,OUT013,26,High,Tier 3,Supermarket Type1,3.375768637
FDH56,9.8,Regular,0.063916425,Fruits and Vegetables,2.068739327,OUT049,14,Medium,Tier 1,Supermarket Type1,3.444104281
FDM36,11.65,Regular,0.059063036,Baking Goods,2.235634987,OUT017,6,Small,Tier 2,Supermarket Type1,3.139733542
NCQ38,16.35,LF,0.013442036,Others,2.019232641,OUT017,6,Small,Tier 2,Supermarket Type1,3.027463773
DRE48,12.6,LF,0.01724183,Soft Drinks,2.294635502,OUT027,28,Medium,Tier 3,Supermarket Type3,3.947848016
FDP33,18.7,LF,0.089777214,Snack Foods,2.40903183,OUT017,6,Small,Tier 2,Supermarket Type1,3.72989431
FDI33,16.5,LF,0.028418817,Snack Foods,1.967616297,OUT046,16,Small,Tier 1,Supermarket Type1,3.321792194
FDO16,5.48,LF,0.015108194,Frozen Foods,1.922855156,OUT046,16,Small,Tier 1,Supermarket Type1,3.06638184
FDW34,9.6,LF,0.035780385,Snack Foods,2.382587918,OUT017,6,Small,Tier 2,Supermarket Type1,3.561727914
FDM22,12.6,Regular,0.073462632,Snack Foods,1.719032814,OUT019,28,Small,Tier 1,Grocery Store,1.726433778
NCO07,9.06,LF,0.009816092,Others,2.326040768,OUT018,4,Medium,Tier 3,Supermarket Type2,3.558942691
FDC44,15.6,LF,0.172946916,Fruits and Vegetables,2.057482764,OUT045,11,Small,Tier 2,Supermarket Type1,3.260459884
DRB48,16.75,Regular,0.024892129,Soft Drinks,1.578435193,OUT049,14,Medium,Tier 1,Supermarket Type1,2.770287062
NCV29,11.8,LF,0.022824491,Health and Hygiene,2.248141554,OUT013,26,High,Tier 3,Supermarket Type1,3.480303974
FDE28,9.5,Regular,0,Frozen Foods,2.36430104,OUT013,26,High,Tier 3,Supermarket Type1,3.760359898
FDP49,9,Regular,0.069229076,Breakfast,1.747888571,OUT045,11,Small,Tier 2,Supermarket Type1,2.587519923
FDX59,10.2,LF,0.051766042,Breads,1.538520952,OUT045,11,Small,Tier 2,Supermarket Type1,2.644857319
FDN60,15.1,LF,0.095140088,Baking Goods,2.204012481,OUT035,9,Small,Tier 2,Supermarket Type1,3.455193253
DRC36,13,Regular,0.044976367,Soft Drinks,2.246019214,OUT035,9,Small,Tier 2,Supermarket Type1,3.088397579
FDE02,12.6,LF,0.212293753,Canned,1.965097232,OUT019,28,Small,Tier 1,Grocery Store,2.671532908
NCU29,12.6,LF,0.025354072,Health and Hygiene,2.159795709,OUT027,28,Medium,Tier 3,Supermarket Type3,3.56370648
NCQ17,10.3,LF,0.195721125,Health and Hygiene,2.194411653,OUT010,15,Small,Tier 3,Grocery Store,2.495441649
DRD12,6.96,LF,0.077508015,Soft Drinks,1.965270392,OUT018,4,Medium,Tier 3,Supermarket Type2,3.039245604
FDV45,16.75,LF,0.045009952,Snack Foods,2.271506118,OUT013,26,High,Tier 3,Supermarket Type1,3.387536251
FDZ02,12.6,Regular,0.037962696,Dairy,1.989327878,OUT027,28,Medium,Tier 3,Supermarket Type3,2.990661126
FDW26,12.6,Regular,0.187443314,Dairy,2.343363685,OUT019,28,Small,Tier 1,Grocery Store,2.648120253
FDN40,5.88,LF,0.086384841,Frozen Foods,2.185541588,OUT013,26,High,Tier 3,Supermarket Type1,3.333083806
FDR19,12.6,Regular,0.158947217,Fruits and Vegetables,2.162893438,OUT027,28,Medium,Tier 3,Supermarket Type3,3.776571762
FDD50,18.85,LF,0.141615436,Canned,2.227920625,OUT035,9,Small,Tier 2,Supermarket Type1,3.269570193
NCD18,16,LF,0,Household,2.359582797,OUT046,16,Small,Tier 1,Supermarket Type1,3.20751793
FDA34,11.5,LF,0.01484819,Starchy Foods,2.235801058,OUT013,26,High,Tier 3,Supermarket Type1,3.317498385
FDR33,7.31,LF,0.026843265,Snack Foods,2.040432228,OUT045,11,Small,Tier 2,Supermarket Type1,3.08222042
FDD39,16.7,LF,0.070154899,Dairy,2.33882489,OUT046,16,Small,Tier 1,Supermarket Type1,3.715438394
FDR13,9.9,Regular,0.028765486,Canned,2.062014587,OUT049,14,Medium,Tier 1,Supermarket Type1,3.105285724
FDA39,12.6,LF,0.012656359,Meat,1.578435193,OUT027,28,Medium,Tier 3,Supermarket Type3,3.00916915
FDN01,8.9,LF,0,Breakfast,2.251484913,OUT046,16,Small,Tier 1,Supermarket Type1,3.091687705
FDU04,7.93,LF,0.005547386,Frozen Foods,2.084724235,OUT035,9,Small,Tier 2,Supermarket Type1,3.127187566
FDV10,7.65,Regular,0,Snack Foods,1.620252684,OUT045,11,Small,Tier 2,Supermarket Type1,2.93055376
NCB30,14.6,LF,0.02575512,Household,2.300178813,OUT045,11,Small,Tier 2,Supermarket Type1,3.576313656
FDB38,12.6,Regular,0.027214272,Canned,2.20328316,OUT027,28,Medium,Tier 3,Supermarket Type3,3.545977713
FDB22,8.02,LF,0.111666665,Snack Foods,2.191170896,OUT045,11,Small,Tier 2,Supermarket Type1,3.090045758
NCS30,5.95,LF,0.093026207,Household,2.109798507,OUT046,16,Small,Tier 1,Supermarket Type1,2.713205512
FDK14,6.98,LF,0.041189152,Canned,1.918519953,OUT045,11,Small,Tier 2,Supermarket Type1,2.913248902
DRJ35,10.1,LF,0.046584552,Hard Drinks,1.787374032,OUT046,16,Small,Tier 1,Supermarket Type1,3.104604478
FDX19,19.1,LF,0.097280981,Fruits and Vegetables,2.366788545,OUT017,6,Small,Tier 2,Supermarket Type1,3.730378743
FDX60,14.35,LF,0.080922439,Baking Goods,1.903610828,OUT018,4,Medium,Tier 3,Supermarket Type2,3.10664502
FDS01,11.6,LF,0.017780986,Canned,2.248876738,OUT045,11,Small,Tier 2,Supermarket Type1,3.249855052
NCT41,15.7,LF,0.055979703,Health and Hygiene,2.181564636,OUT035,9,Small,Tier 2,Supermarket Type1,3.026376678
DRE27,11.85,LF,0.132645493,Dairy,1.98664904,OUT035,9,Small,Tier 2,Supermarket Type1,3.069842372
FDY45,17.5,LF,0.026182758,Snack Foods,2.404210211,OUT049,14,Medium,Tier 1,Supermarket Type1,3.706437149
FDB56,12.6,Regular,0,Fruits and Vegetables,2.274747904,OUT027,28,Medium,Tier 3,Supermarket Type3,3.671532908
FDS36,8.38,Regular,0.04688734,Baking Goods,2.033250808,OUT046,16,Small,Tier 1,Supermarket Type1,3.472191499
FDF59,12.5,LF,0.071354774,Starchy Foods,2.099342188,OUT049,14,Medium,Tier 1,Supermarket Type1,3.403127387
FDD11,12.85,LF,0,Starchy Foods,2.406035765,OUT035,9,Small,Tier 2,Supermarket Type1,3.403127387
FDY40,15.5,Regular,0.086320509,Frozen Foods,1.682769434,OUT017,6,Small,Tier 2,Supermarket Type1,2.993605506
FDA13,12.6,LF,0.137539574,Canned,1.58939773,OUT019,28,Small,Tier 1,Grocery Store,1.579218646
NCX42,12.6,LF,0.010467749,Household,2.212061294,OUT019,28,Small,Tier 1,Grocery Store,2.915010748
FDJ46,11.1,LF,0.044814962,Snack Foods,2.241559928,OUT035,9,Small,Tier 2,Supermarket Type1,3.605027375
FDH05,14.35,Regular,0.090913642,Frozen Foods,2.364172629,OUT046,16,Small,Tier 1,Supermarket Type1,3.51105107
NCP50,17.35,LF,0.020559846,Others,1.896315633,OUT046,16,Small,Tier 1,Supermarket Type1,3.110249144
FDF28,12.6,Regular,0.037681359,Frozen Foods,2.097273279,OUT027,28,Medium,Tier 3,Supermarket Type3,3.586547091
FDN60,15.1,LF,0.095545715,Baking Goods,2.196895451,OUT018,4,Medium,Tier 3,Supermarket Type2,3.647078779
FDD29,12.15,LF,0.018395194,Frozen Foods,2.400831104,OUT013,26,High,Tier 3,Supermarket Type1,3.784480008
FDG58,10.7,Regular,0.087272074,Snack Foods,2.186948429,OUT017,6,Small,Tier 2,Supermarket Type1,3.306503001
FDV15,12.6,LF,0.145464606,Meat,2.024341152,OUT027,28,Medium,Tier 3,Supermarket Type3,3.414408398
FDV04,7.83,Regular,0.149890395,Frozen Foods,2.201475782,OUT013,26,High,Tier 3,Supermarket Type1,3.099345781
DRJ23,18.35,LF,0.041634206,Hard Drinks,2.274590081,OUT013,26,High,Tier 3,Supermarket Type1,3.577692127
FDA11,12.6,LF,0.043029436,Baking Goods,1.976549883,OUT027,28,Medium,Tier 3,Supermarket Type3,3.23090464
FDX16,17.85,LF,0.06594351,Frozen Foods,2.173492207,OUT045,11,Small,Tier 2,Supermarket Type1,3.666888003
NCA41,16.75,LF,0.032637373,Health and Hygiene,2.282432223,OUT049,14,Medium,Tier 1,Supermarket Type1,3.539514139
FDP36,10.4,Regular,0.091096531,Baking Goods,1.718508332,OUT013,26,High,Tier 3,Supermarket Type1,3.34761006
FDK16,9.07,LF,0.115307979,Frozen Foods,1.986813818,OUT035,9,Small,Tier 2,Supermarket Type1,2.932922338
FDD34,7.95,LF,0.015873285,Snack Foods,2.207690905,OUT035,9,Small,Tier 2,Supermarket Type1,3.442958797
FDI56,7.33,LF,0.156307983,Fruits and Vegetables,1.964799687,OUT010,15,Small,Tier 3,Grocery Store,1.960064358
NCO18,13.15,LF,0.024790707,Household,2.249366171,OUT017,6,Small,Tier 2,Supermarket Type1,3.592277733
FDB46,10.5,Regular,0.093746136,Snack Foods,2.326180962,OUT035,9,Small,Tier 2,Supermarket Type1,3.687498747
FDN38,6.62,Regular,0.092158377,Canned,2.399917273,OUT045,11,Small,Tier 2,Supermarket Type1,3.512474988
FDW47,15,LF,0.046469277,Breads,2.092865853,OUT045,11,Small,Tier 2,Supermarket Type1,3.127187566
FDQ08,12.6,Regular,0.033144603,Fruits and Vegetables,1.797638645,OUT019,28,Small,Tier 1,Grocery Store,1.787131618
FDR44,6.11,Regular,0.102901425,Fruits and Vegetables,2.108892312,OUT035,9,Small,Tier 2,Supermarket Type1,3.156992547
DRH23,14.65,LF,0.170663661,Hard Drinks,1.751751643,OUT045,11,Small,Tier 2,Supermarket Type1,3.157395231
FDX01,10.1,LF,0.024213342,Canned,2.067126674,OUT045,11,Small,Tier 2,Supermarket Type1,3.107774525
FDB05,12.6,LF,0.08279545,Frozen Foods,2.390718965,OUT027,28,Medium,Tier 3,Supermarket Type3,3.672640332
FDR08,18.7,LF,0.037622954,Fruits and Vegetables,2.044495074,OUT046,16,Small,Tier 1,Supermarket Type1,3.125241508
FDZ36,6.04,Regular,0.066155883,Baking Goods,2.265817437,OUT017,6,Small,Tier 2,Supermarket Type1,3.668441831
FDI05,8.35,Regular,0.126869718,Frozen Foods,1.871779527,OUT046,16,Small,Tier 1,Supermarket Type1,3.052513493
FDF24,15.5,Regular,0.025409912,Baking Goods,1.92061059,OUT049,14,Medium,Tier 1,Supermarket Type1,3.274976738
FDZ48,17.75,LF,0.076389281,Baking Goods,2.045926659,OUT017,6,Small,Tier 2,Supermarket Type1,3.048653073
DRL37,12.6,LF,0.053113721,Soft Drinks,1.647157939,OUT027,28,Medium,Tier 3,Supermarket Type3,3.083415179
FDM10,18.25,LF,0.07595723,Snack Foods,2.330660886,OUT035,9,Small,Tier 2,Supermarket Type1,3.108000074
FDP11,12.6,LF,0.120986139,Breads,2.334688126,OUT019,28,Small,Tier 1,Grocery Store,2.638921539
FDQ04,6.4,LF,0.084885375,Frozen Foods,1.594167057,OUT049,14,Medium,Tier 1,Supermarket Type1,2.846184402
FDR49,8.71,LF,0.139795569,Canned,1.674287824,OUT018,4,Medium,Tier 3,Supermarket Type2,2.959429888
FDD35,12.6,LF,0.02573918,Starchy Foods,2.081865559,OUT027,28,Medium,Tier 3,Supermarket Type3,3.597130236
FDH41,12.6,LF,0.143591586,Frozen Foods,2.32950649,OUT019,28,Small,Tier 1,Grocery Store,2.633576309
FDO34,17.7,LF,0.029999653,Snack Foods,2.229890622,OUT045,11,Small,Tier 2,Supermarket Type1,3.303925578
FDL45,15.6,LF,0.037901015,Snack Foods,2.09401808,OUT017,6,Small,Tier 2,Supermarket Type1,3.273592899
NCC19,6.57,LF,0.096799953,Household,2.284164435,OUT013,26,High,Tier 3,Supermarket Type1,3.62816447
FDY10,12.6,LF,0.048830264,Snack Foods,2.053530182,OUT027,28,Medium,Tier 3,Supermarket Type3,3.381091532
NCV29,11.8,LF,0.022879017,Health and Hygiene,2.245681911,OUT049,14,Medium,Tier 1,Supermarket Type1,2.726976307
FDC22,6.89,Regular,0.136314863,Snack Foods,2.290217199,OUT013,26,High,Tier 3,Supermarket Type1,3.431869824
NCP42,8.51,LF,0.016143389,Household,2.288356109,OUT045,11,Small,Tier 2,Supermarket Type1,3.366418026
NCX17,21.25,LF,0.114246019,Health and Hygiene,2.364044179,OUT017,6,Small,Tier 2,Supermarket Type1,3.481355187
NCO26,7.24,LF,0.076975118,Household,2.066881765,OUT049,14,Medium,Tier 1,Supermarket Type1,3.425620875
FDU45,12.6,Regular,0.06216667,Snack Foods,2.050580035,OUT019,28,Small,Tier 1,Grocery Store,2.834491152
FDR34,17,Regular,0.01599013,Snack Foods,2.35952283,OUT049,14,Medium,Tier 1,Supermarket Type1,3.638655834
FDV35,19.5,LF,0.128728258,Breads,2.191259257,OUT018,4,Medium,Tier 3,Supermarket Type2,3.533122393
FDS55,12.6,LF,0.080771137,Fruits and Vegetables,2.165758763,OUT027,28,Medium,Tier 3,Supermarket Type3,3.618806685
FDS28,8.18,Regular,0.082568705,Frozen Foods,1.749417819,OUT045,11,Small,Tier 2,Supermarket Type1,2.660932229
FDK15,10.8,LF,0.098395216,Meat,2.003478627,OUT035,9,Small,Tier 2,Supermarket Type1,3.172621318
NCP17,19.35,LF,0.027714371,Health and Hygiene,1.817015047,OUT046,16,Small,Tier 1,Supermarket Type1,2.919558376
NCE42,21.1,LF,0,Household,2.36790692,OUT018,4,Medium,Tier 3,Supermarket Type2,3.322893417
FDA14,16.1,LF,0.06528457,Dairy,2.161595573,OUT049,14,Medium,Tier 1,Supermarket Type1,3.279709824
FDF57,12.6,Regular,0.102999154,Fruits and Vegetables,2.230307881,OUT019,28,Small,Tier 1,Grocery Store,2.231583756
NCV54,12.6,LF,0.057969482,Household,2.076685582,OUT019,28,Small,Tier 1,Grocery Store,2.675823784
FDR10,17.6,LF,0.016804724,Snack Foods,2.213398741,OUT010,15,Small,Tier 3,Grocery Store,2.812793608
FDT58,9,LF,0.086440911,Snack Foods,2.222928625,OUT017,6,Small,Tier 2,Supermarket Type1,3.127834319
FDC34,12.6,Regular,0.302478871,Snack Foods,2.191722573,OUT019,28,Small,Tier 1,Grocery Store,2.493589644
FDU44,12.15,Regular,0.058663727,Fruits and Vegetables,2.215254645,OUT018,4,Medium,Tier 3,Supermarket Type2,3.511763613
FDY08,9.4,Regular,0.286344848,Fruits and Vegetables,2.143588689,OUT010,15,Small,Tier 3,Grocery Store,2.448656242
FDK20,12.6,Regular,0.072762086,Fruits and Vegetables,2.082452164,OUT019,28,Small,Tier 1,Grocery Store,2.088161614
FDV50,14.3,LF,0.123264522,Dairy,2.090867965,OUT017,6,Small,Tier 2,Supermarket Type1,3.044758029
FDO25,6.3,LF,0.127647181,Canned,2.317910888,OUT049,14,Medium,Tier 1,Supermarket Type1,3.321654345
FDR14,12.6,LF,0.173206192,Dairy,1.726969955,OUT027,28,Medium,Tier 3,Supermarket Type3,3.032858805
FDP27,8.16,LF,0.119937231,Meat,2.276813234,OUT018,4,Medium,Tier 3,Supermarket Type2,3.319581336
FDB27,7.58,LF,0.055379648,Dairy,2.297052811,OUT035,9,Small,Tier 2,Supermarket Type1,3.725999266
FDW26,11.8,Regular,0.107223632,Dairy,2.349427513,OUT049,14,Medium,Tier 1,Supermarket Type1,3.426271504
NCQ50,18.75,LF,0,Household,2.32903524,OUT035,9,Small,Tier 2,Supermarket Type1,3.533968806
NCL55,12.15,LF,0.06464846,Others,2.403813466,OUT035,9,Small,Tier 2,Supermarket Type1,3.681880988
FDG28,9.29,Regular,0.049280292,Frozen Foods,2.390253825,OUT046,16,Small,Tier 1,Supermarket Type1,3.593311592
FDO31,12.6,Regular,0.028842332,Fruits and Vegetables,1.911136293,OUT027,28,Medium,Tier 3,Supermarket Type3,3.300465046
FDP27,12.6,LF,0.118872194,Meat,2.274972542,OUT027,28,Medium,Tier 3,Supermarket Type3,3.725346682
FDR01,5.41,Regular,0.053924587,Canned,2.297266206,OUT017,6,Small,Tier 2,Supermarket Type1,3.64143766
FDI08,18.2,Regular,0.066297055,Fruits and Vegetables,2.392888915,OUT046,16,Small,Tier 1,Supermarket Type1,3.350457902
DRE03,19.6,LF,0.024264569,Dairy,1.668123024,OUT049,14,Medium,Tier 1,Supermarket Type1,3.206081057
FDV26,20.25,Regular,0.076470697,Dairy,2.292653402,OUT018,4,Medium,Tier 3,Supermarket Type2,3.436339447
DRM49,6.11,Regular,0.151827552,Soft Drinks,1.633555306,OUT013,26,High,Tier 3,Supermarket Type1,2.690811279
FDI15,13.8,LF,0.141325834,Dairy,2.423390724,OUT035,9,Small,Tier 2,Supermarket Type1,3.928376841
FDM15,11.8,Regular,0.057538034,Meat,2.17561791,OUT045,11,Small,Tier 2,Supermarket Type1,3.220762333
FDH47,13.5,Regular,0.128791854,Starchy Foods,1.97957933,OUT035,9,Small,Tier 2,Supermarket Type1,3.288726642
NCT54,8.7,LF,0.119436131,Household,1.976393085,OUT013,26,High,Tier 3,Supermarket Type1,3.020072513
DRN11,7.85,LF,0.163310805,Hard Drinks,2.156986254,OUT045,11,Small,Tier 2,Supermarket Type1,3.559740293
FDU10,10.1,Regular,0.045878153,Snack Foods,1.586416253,OUT018,4,Medium,Tier 3,Supermarket Type2,2.68547517
FDU50,5.75,Regular,0.075322658,Dairy,2.065645433,OUT045,11,Small,Tier 2,Supermarket Type1,3.401294919
FDS26,20.35,LF,0.149753132,Dairy,2.414571272,OUT010,15,Small,Tier 3,Grocery Store,2.894857596
FDC14,14.5,Regular,0,Canned,1.613264492,OUT018,4,Medium,Tier 3,Supermarket Type2,2.736627693
FDB17,12.6,LF,0.036494521,Frozen Foods,2.253089766,OUT027,28,Medium,Tier 3,Supermarket Type3,3.776426635
DRD25,6.14,LF,0.132183029,Soft Drinks,2.061022496,OUT010,15,Small,Tier 3,Grocery Store,2.655852704
DRI39,12.6,LF,0.096592065,Dairy,1.739516966,OUT027,28,Medium,Tier 3,Supermarket Type3,3.493125406
NCQ06,13,LF,0.04188955,Household,2.408072662,OUT049,14,Medium,Tier 1,Supermarket Type1,3.520485917
FDX11,16,Regular,0.106663245,Baking Goods,2.254701274,OUT013,26,High,Tier 3,Supermarket Type1,3.621234274
NCT29,12.6,LF,0.112249603,Health and Hygiene,2.091108874,OUT019,28,Small,Tier 1,Grocery Store,2.386824876
FDS07,12.35,LF,0.100322104,Fruits and Vegetables,2.055958278,OUT017,6,Small,Tier 2,Supermarket Type1,3.311612406
NCQ05,11.4,LF,0.021602001,Health and Hygiene,2.173683819,OUT035,9,Small,Tier 2,Supermarket Type1,3.432724735
