Item_Identifier,Item_type_combined,Item_Weight,Item_Fat_Content,Item_Visibility_avg,Item_MRP,Outlet_Identifier,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDK10,Food,5.785,Regular,0.611819987,181.366,OUT035,9,Small,Tier 2,Supermarket Type1,1977.426
DRK12,Drinks,9.5,Low Fat,0.638687907,32.09,OUT017,6,Medium,Tier 2,Supermarket Type1,432.77
FDY55,Food,16.75,Low Fat,1.23550707,258.0988,OUT045,11,Medium,Tier 2,Supermarket Type1,8994.958
FDV04,Food,12.79,Regular,2.263570679,158.4288,OUT027,28,Medium,Tier 3,Supermarket Type3,2985.4472
FDE23,Food,17.6,Regular,1,46.006,OUT046,16,Small,Tier 1,Supermarket Type1,326.242
FDI08,Food,18.2,Regular,1.009314861,250.2092,OUT018,4,Medium,Tier 3,Supermarket Type2,2988.1104
DRA12,Drinks,11.6,Low Fat,1.039153149,143.0154,OUT010,15,Medium,Tier 3,Grocery Store,283.6308
FDF22,Food,6.865,Low Fat,0.865197585,212.0218,OUT018,4,Medium,Tier 3,Supermarket Type2,2350.9398
FDQ57,Food,7.275,Low Fat,0.424411117,145.976,OUT049,14,Medium,Tier 1,Supermarket Type1,3515.424
FDP07,Food,18.2,Low Fat,1.363123344,197.511,OUT046,16,Small,Tier 1,Supermarket Type1,392.822
DRE37,Drinks,13.5,Low Fat,1,189.1872,OUT035,9,Small,Tier 2,Supermarket Type1,1890.872
DRF25,Drinks,9,Low Fat,0.589707651,36.119,OUT013,26,High,Tier 3,Supermarket Type1,1098.57
DRF03,Drinks,19.1,Low Fat,0.686406638,38.8138,OUT013,26,High,Tier 3,Supermarket Type1,731.0484
FDN51,Food,17.85,Regular,0.317543355,260.2936,OUT035,9,Small,Tier 2,Supermarket Type1,4175.8976
FDD21,Food,10.3,Regular,0.465389874,114.2176,OUT018,4,Medium,Tier 3,Supermarket Type2,2175.8344
NCY42,Non-Consumable,6.38,Non-Edible,0.229900438,145.147,OUT046,16,Small,Tier 1,Supermarket Type1,3006.087
FDH28,Food,12.79,Regular,1,37.0506,OUT027,28,Medium,Tier 3,Supermarket Type3,986.7156
NCZ29,Non-Consumable,15,Non-Edible,1.811313913,126.3362,OUT010,15,Medium,Tier 3,Grocery Store,503.3448
FDN60,Food,15.1,Low Fat,1.442821379,159.2604,OUT046,16,Small,Tier 1,Supermarket Type1,2852.2872
NCW06,Non-Consumable,16.2,Non-Edible,0.766389256,191.6162,OUT018,4,Medium,Tier 3,Supermarket Type2,1731.7458
NCS30,Non-Consumable,5.945,Non-Edible,1.416242894,129.3652,OUT018,4,Medium,Tier 3,Supermarket Type2,4391.6168
FDW26,Food,11.8,Regular,2.716970869,224.2772,OUT010,15,Medium,Tier 3,Grocery Store,667.1316
FDQ01,Food,19.7,Regular,2.440404953,256.1014,OUT049,14,Medium,Tier 1,Supermarket Type1,3060.0168
FDH27,Food,12.79,Low Fat,1.548956056,145.0128,OUT019,28,Small,Tier 1,Grocery Store,143.8128
NCX41,Non-Consumable,19,Non-Edible,0.269760547,211.9244,OUT018,4,Medium,Tier 3,Supermarket Type2,2117.244
FDH58,Food,12.3,Low Fat,0.560963526,115.9834,OUT049,14,Medium,Tier 1,Supermarket Type1,2073.3012
DRB25,Drinks,12.3,Low Fat,1.76279658,107.0938,OUT010,15,Medium,Tier 3,Grocery Store,214.3876
FDG45,Food,8.1,Low Fat,1.945266447,210.4902,OUT045,11,Medium,Tier 2,Supermarket Type1,5309.755
FDP11,Food,15.85,Low Fat,1.047727601,216.6166,OUT046,16,Small,Tier 1,Supermarket Type1,4136.6154
FDV19,Food,14.85,Regular,0.534579998,161.2578,OUT046,16,Small,Tier 1,Supermarket Type1,4171.9028
FDT32,Food,19,Regular,0.995165541,186.5214,OUT046,16,Small,Tier 1,Supermarket Type1,2261.0568
NCU53,Non-Consumable,5.485,Non-Edible,0.648095926,166.2842,OUT035,9,Small,Tier 2,Supermarket Type1,1989.4104
NCA30,Non-Consumable,19,Non-Edible,1.960634214,188.8872,OUT035,9,Small,Tier 2,Supermarket Type1,3592.6568
FDH20,Food,16.1,Regular,1,98.441,OUT017,6,Medium,Tier 2,Supermarket Type1,868.869
DRD25,Drinks,6.135,Low Fat,1,114.286,OUT046,16,Small,Tier 1,Supermarket Type1,2376.906
FDK25,Food,11.6,Regular,2.377491457,168.0474,OUT035,9,Small,Tier 2,Supermarket Type1,4379.6324
FDF02,Food,16.2,Low Fat,1.571336917,101.399,OUT049,14,Medium,Tier 1,Supermarket Type1,1031.99
FDC04,Food,15.6,Low Fat,0.683149171,242.3854,OUT049,14,Medium,Tier 1,Supermarket Type1,2416.854
FDH21,Food,10.395,Low Fat,0.473050992,159.4604,OUT013,26,High,Tier 3,Supermarket Type1,316.9208
DRG03,Drinks,14.5,Low Fat,0.943691547,154.2998,OUT018,4,Medium,Tier 3,Supermarket Type2,1691.7978
NCY06,Non-Consumable,15.25,Non-Edible,0.932953698,132.2968,OUT017,6,Medium,Tier 2,Supermarket Type1,1696.4584
FDM08,Food,10.1,Regular,0.814110914,222.9088,OUT045,11,Medium,Tier 2,Supermarket Type1,5145.3024
NCD31,Non-Consumable,12.1,Non-Edible,0.234386784,166.0526,OUT049,14,Medium,Tier 1,Supermarket Type1,3617.9572
FDU09,Food,12.79,Regular,1.004880158,54.1956,OUT027,28,Medium,Tier 3,Supermarket Type3,3002.758
FDB49,Food,8.3,Regular,0.459028035,98.5384,OUT018,4,Medium,Tier 3,Supermarket Type2,1872.2296
FDQ58,Food,7.315,Low Fat,0.232482573,154.034,OUT045,11,Medium,Tier 2,Supermarket Type1,612.536
FDJ58,Food,15.6,Regular,1.605567953,172.6764,OUT017,6,Medium,Tier 2,Supermarket Type1,2920.1988
NCN30,Non-Consumable,12.79,Non-Edible,0.256409419,96.641,OUT027,28,Medium,Tier 3,Supermarket Type3,1544.656
FDA52,Food,16.2,Regular,1.950212576,175.537,OUT049,14,Medium,Tier 1,Supermarket Type1,3528.74
NCN42,Non-Consumable,12.79,Non-Edible,0.214604191,145.6418,OUT027,28,Medium,Tier 3,Supermarket Type3,3825.6868
FDF04,Food,17.5,Low Fat,0.206769844,258.5304,OUT046,16,Small,Tier 1,Supermarket Type1,6199.9296
FDY15,Food,18.25,Regular,2.600708082,155.863,OUT018,4,Medium,Tier 3,Supermarket Type2,2346.945
FDT03,Food,12.79,Low Fat,0.150870714,185.5608,OUT027,28,Medium,Tier 3,Supermarket Type3,3307.6944
DRL59,Drinks,12.79,Low Fat,0.563444103,54.2298,OUT019,28,Small,Tier 1,Grocery Store,161.7894
FDW08,Food,12.1,Low Fat,2.258980031,106.528,OUT018,4,Medium,Tier 3,Supermarket Type2,1171.808
FDO50,Food,16.25,Low Fat,1.184236495,91.1804,OUT013,26,High,Tier 3,Supermarket Type1,1929.4884
FDP26,Food,7.785,Low Fat,2.124570124,102.5306,OUT018,4,Medium,Tier 3,Supermarket Type2,1358.8978
FDX01,Food,10.1,Low Fat,0.613259138,118.115,OUT010,15,Medium,Tier 3,Grocery Store,116.515
FDU22,Food,12.35,Low Fat,1.422597743,119.9124,OUT017,6,Medium,Tier 2,Supermarket Type1,2014.7108
FDQ08,Food,15.7,Regular,0.286974605,60.2536,OUT035,9,Small,Tier 2,Supermarket Type1,1163.8184
NCN54,Non-Consumable,20.35,Non-Edible,0.323298563,79.1328,OUT035,9,Small,Tier 2,Supermarket Type1,1235.7248
FDR01,Food,12.79,Regular,0.80908826,200.1742,OUT027,28,Medium,Tier 3,Supermarket Type3,6171.3002
FDB53,Food,12.79,Low Fat,2.104188906,147.5392,OUT027,28,Medium,Tier 3,Supermarket Type3,5219.872
DRN47,Drinks,12.1,Low Fat,0.255085017,178.566,OUT035,9,Small,Tier 2,Supermarket Type1,3775.086
FDR39,Food,20.35,Low Fat,1.270595159,184.1292,OUT046,16,Small,Tier 1,Supermarket Type1,2189.1504
NCL30,Non-Consumable,18.1,Non-Edible,0.742052541,127.5336,OUT046,16,Small,Tier 1,Supermarket Type1,1789.6704
FDT02,Food,12.6,Low Fat,0.368343685,33.4874,OUT018,4,Medium,Tier 3,Supermarket Type2,105.8622
FDT25,Food,7.5,Low Fat,0.770701114,122.7072,OUT049,14,Medium,Tier 1,Supermarket Type1,1470.0864
FDH53,Food,20.5,Regular,1,83.2592,OUT017,6,Medium,Tier 2,Supermarket Type1,1155.8288
DRB48,Drinks,16.75,Regular,0.37896915,37.4822,OUT017,6,Medium,Tier 2,Supermarket Type1,549.9508
FDX16,Food,17.85,Low Fat,1.670172569,150.205,OUT010,15,Medium,Tier 3,Grocery Store,149.805
FDH48,Food,13.5,Low Fat,0.918884905,85.554,OUT045,11,Medium,Tier 2,Supermarket Type1,1731.08
FDF20,Food,12.85,Low Fat,0.503277102,199.0768,OUT013,26,High,Tier 3,Supermarket Type1,3153.2288
FDJ03,Food,12.35,Regular,1.837287844,47.8692,OUT010,15,Medium,Tier 3,Grocery Store,49.2692
DRJ35,Drinks,10.1,Low Fat,0.710327192,60.6878,OUT017,6,Medium,Tier 2,Supermarket Type1,363.5268
NCN17,Non-Consumable,11,Non-Edible,0.8323123,101.9358,OUT013,26,High,Tier 3,Supermarket Type1,1105.8938
FDN09,Food,14.15,Low Fat,0.528682718,243.7828,OUT035,9,Small,Tier 2,Supermarket Type1,6579.4356
NCR30,Non-Consumable,20.6,Non-Edible,1.075525459,74.8696,OUT013,26,High,Tier 3,Supermarket Type1,223.7088
FDW23,Food,5.765,Low Fat,1.245433475,37.2164,OUT049,14,Medium,Tier 1,Supermarket Type1,579.246
DRN35,Drinks,8.01,Low Fat,1.782791597,36.6532,OUT010,15,Medium,Tier 3,Grocery Store,71.9064
FDL08,Food,10.8,Low Fat,0.755386763,243.2144,OUT045,11,Medium,Tier 2,Supermarket Type1,1225.072
DRL35,Drinks,15.7,Low Fat,0.468172881,42.177,OUT017,6,Medium,Tier 2,Supermarket Type1,735.709
NCS42,Non-Consumable,8.6,Non-Edible,1.054154063,91.8146,OUT049,14,Medium,Tier 1,Supermarket Type1,2371.5796
NCY29,Non-Consumable,12.79,Non-Edible,1.165380792,55.993,OUT027,28,Medium,Tier 3,Supermarket Type3,1471.418
FDO32,Food,6.36,Low Fat,1.835171391,47.506,OUT018,4,Medium,Tier 3,Supermarket Type2,1071.938
NCU17,Non-Consumable,5.32,Non-Edible,1.408064163,100.6674,OUT035,9,Small,Tier 2,Supermarket Type1,2648.5524
FDY03,Food,12.79,Regular,1.148597633,111.1202,OUT027,28,Medium,Tier 3,Supermarket Type3,3150.5656
NCI30,Non-Consumable,12.79,Non-Edible,1.564581372,244.346,OUT019,28,Small,Tier 1,Grocery Store,246.346
FDI04,Food,12.79,Regular,1.100171229,199.3426,OUT027,28,Medium,Tier 3,Supermarket Type3,3757.1094
FDC35,Food,7.435,Low Fat,1.860959781,205.2638,OUT013,26,High,Tier 3,Supermarket Type1,3520.0846
FDN38,Food,6.615,Regular,1.394510679,251.6408,OUT046,16,Small,Tier 1,Supermarket Type1,6008.1792
FDJ48,Food,11.3,Low Fat,0.855685189,247.8118,OUT046,16,Small,Tier 1,Supermarket Type1,2964.1416
FDH57,Food,10.895,Low Fat,0.541914427,131.9284,OUT035,9,Small,Tier 2,Supermarket Type1,659.142
FDI40,Food,11.5,Regular,1.904437554,100.8358,OUT046,16,Small,Tier 1,Supermarket Type1,2111.2518
FDF50,Food,12.79,Low Fat,1.770390467,198.9768,OUT027,28,Medium,Tier 3,Supermarket Type3,4729.8432
FDA07,Food,7.55,Regular,0.46880318,123.9072,OUT013,26,High,Tier 3,Supermarket Type1,1102.5648
FDZ60,Food,20.5,Low Fat,1.817179518,109.4596,OUT018,4,Medium,Tier 3,Supermarket Type2,431.4384
FDW38,Food,5.325,Regular,2.114610256,53.2298,OUT017,6,Medium,Tier 2,Supermarket Type1,1240.3854
NCF55,Non-Consumable,6.675,Non-Edible,0.328512839,33.3874,OUT046,16,Small,Tier 1,Supermarket Type1,1235.059
FDR37,Food,16.5,Regular,1.00449975,183.3292,OUT046,16,Small,Tier 1,Supermarket Type1,2006.7212
FDZ33,Food,10.195,Low Fat,1.630924792,149.0076,OUT049,14,Medium,Tier 1,Supermarket Type1,1182.4608
FDV01,Food,19.2,Regular,1.290663638,155.4314,OUT045,11,Medium,Tier 2,Supermarket Type1,3568.0222
FDI02,Food,15.7,Regular,1.744153666,114.1202,OUT018,4,Medium,Tier 3,Supermarket Type2,787.6414
DRH25,Drinks,18.7,Low Fat,0.221080688,50.2324,OUT013,26,High,Tier 3,Supermarket Type1,623.1888
NCY29,Non-Consumable,13.65,Non-Edible,1.175822035,55.093,OUT018,4,Medium,Tier 3,Supermarket Type2,452.744
FDR04,Food,12.79,Low Fat,0.340511712,98.6068,OUT027,28,Medium,Tier 3,Supermarket Type3,2430.17
FDR44,Food,6.11,Regular,1.563688627,129.5968,OUT045,11,Medium,Tier 2,Supermarket Type1,2348.9424
FDJ41,Food,6.85,Low Fat,0.348927187,262.0594,OUT017,6,Medium,Tier 2,Supermarket Type1,1569.9564
FDL43,Food,12.79,Low Fat,0.408372793,78.467,OUT027,28,Medium,Tier 3,Supermarket Type3,3292.381
FDB21,Food,7.475,Low Fat,2.264661141,243.4854,OUT017,6,Medium,Tier 2,Supermarket Type1,1691.7978
NCU42,Non-Consumable,9,Non-Edible,0.296971788,170.2474,OUT018,4,Medium,Tier 3,Supermarket Type2,4211.185
FDY21,Food,15.1,Low Fat,1,195.211,OUT013,26,High,Tier 3,Supermarket Type1,3142.576
FDK58,Food,11.35,Regular,1,101.5016,OUT046,16,Small,Tier 1,Supermarket Type1,202.4032
DRD13,Drinks,15,Low Fat,0.74531762,65.2168,OUT049,14,Medium,Tier 1,Supermarket Type1,958.752
FDU35,Food,6.44,Low Fat,1,98.27,OUT046,16,Small,Tier 1,Supermarket Type1,2396.88
FDX23,Food,6.445,Low Fat,0.753537955,95.0436,OUT010,15,Medium,Tier 3,Grocery Store,94.5436
FDQ39,Food,14.8,Low Fat,1.231282305,189.2846,OUT045,11,Medium,Tier 2,Supermarket Type1,1719.7614
FDR31,Food,12.79,Regular,0.741815751,147.4102,OUT027,28,Medium,Tier 3,Supermarket Type3,3207.8244
FDS28,Food,8.18,Regular,1.249166616,56.6588,OUT035,9,Small,Tier 2,Supermarket Type1,687.1056
DRN36,Drinks,15.2,Low Fat,0.762357614,94.1752,OUT045,11,Medium,Tier 2,Supermarket Type1,2109.2544
FDX60,Food,12.79,Low Fat,1.216079929,77.996,OUT027,28,Medium,Tier 3,Supermarket Type3,2716.464
NCB54,Non-Consumable,8.76,Non-Edible,0.763210118,126.2336,OUT017,6,Medium,Tier 2,Supermarket Type1,1406.1696
FDC15,Food,18.1,Low Fat,2.709423712,158.9288,OUT018,4,Medium,Tier 3,Supermarket Type2,1571.288
NCP17,Non-Consumable,12.79,Non-Edible,0.418180447,62.2168,OUT027,28,Medium,Tier 3,Supermarket Type3,1661.8368
FDY39,Food,5.305,Regular,0.714174747,181.8608,OUT049,14,Medium,Tier 1,Supermarket Type1,4594.02
FDH33,Food,12.85,Low Fat,1.848514376,43.5428,OUT049,14,Medium,Tier 1,Supermarket Type1,615.1992
FDG09,Food,12.79,Regular,0.72330766,187.2556,OUT027,28,Medium,Tier 3,Supermarket Type3,4506.1344
FDO10,Food,12.79,Regular,0.19240963,56.4588,OUT027,28,Medium,Tier 3,Supermarket Type3,973.3996
FDD39,Food,12.79,Low Fat,1.05856296,214.385,OUT027,28,Medium,Tier 3,Supermarket Type3,4327.7
FDJ09,Food,15,Low Fat,0.88719922,46.9744,OUT045,11,Medium,Tier 2,Supermarket Type1,679.116
DRQ35,Drinks,9.3,Low Fat,0.642235293,123.2388,OUT049,14,Medium,Tier 1,Supermarket Type1,1857.582
FDV38,Food,19.25,Low Fat,1.545531151,54.5956,OUT049,14,Medium,Tier 1,Supermarket Type1,764.3384
FDJ60,Food,19.35,Regular,0.947289728,164.5184,OUT013,26,High,Tier 3,Supermarket Type1,1651.184
FDJ15,Food,11.35,Regular,0.355624115,181.9608,OUT017,6,Medium,Tier 2,Supermarket Type1,1653.8472
FDR08,Food,18.7,Low Fat,0.571339798,111.0886,OUT049,14,Medium,Tier 1,Supermarket Type1,222.3772
FDZ55,Food,6.055,Low Fat,0.385255966,160.892,OUT046,16,Small,Tier 1,Supermarket Type1,2396.88
FDL10,Food,8.395,Low Fat,0.600009552,100.9042,OUT045,11,Medium,Tier 2,Supermarket Type1,1686.4714
FDJ34,Food,12.79,Regular,1.413165541,125.5704,OUT027,28,Medium,Tier 3,Supermarket Type3,1001.3632
FDW60,Food,12.79,Regular,0.257446707,177.037,OUT027,28,Medium,Tier 3,Supermarket Type3,3352.303
FDK08,Food,9.195,Regular,1.854428653,99.2016,OUT046,16,Small,Tier 1,Supermarket Type1,809.6128
NCE42,Non-Consumable,21.1,Non-Edible,0.160725401,233.9958,OUT035,9,Small,Tier 2,Supermarket Type1,1869.5664
FDR39,Food,20.35,Low Fat,1.277782165,181.7292,OUT017,6,Medium,Tier 2,Supermarket Type1,4013.4424
NCN17,Non-Consumable,11,Non-Edible,0.836398814,100.3358,OUT018,4,Medium,Tier 3,Supermarket Type2,904.8222
NCR05,Non-Consumable,10.1,Non-Edible,0.830012427,200.2084,OUT045,11,Medium,Tier 2,Supermarket Type1,3174.5344
FDV48,Food,12.79,Regular,0.778843606,77.0644,OUT027,28,Medium,Tier 3,Supermarket Type3,3221.1404
DRF27,Drinks,8.93,Low Fat,0.432628192,151.434,OUT018,4,Medium,Tier 3,Supermarket Type2,1225.072
NCF07,Non-Consumable,9,Non-Edible,0.486292178,102.2016,OUT049,14,Medium,Tier 1,Supermarket Type1,1416.8224
FDF40,Food,20.25,Regular,0.341272604,248.1092,OUT035,9,Small,Tier 2,Supermarket Type1,4731.1748
FDO28,Food,5.765,Low Fat,1.097918299,122.5098,OUT049,14,Medium,Tier 1,Supermarket Type1,1084.5882
FDB23,Food,19.2,Regular,0.085081584,226.2062,OUT018,4,Medium,Tier 3,Supermarket Type2,1579.9434
FDV48,Food,9.195,Regular,0.783850324,79.2644,OUT049,14,Medium,Tier 1,Supermarket Type1,864.2084
FDM45,Food,8.655,Regular,1.337240523,119.6756,OUT046,16,Small,Tier 1,Supermarket Type1,2423.512
FDC16,Food,11.5,Regular,0.312519442,84.954,OUT045,11,Medium,Tier 2,Supermarket Type1,865.54
DRE25,Drinks,12.79,Low Fat,1.10576561,94.412,OUT027,28,Medium,Tier 3,Supermarket Type3,1304.968
FDY35,Food,17.6,Regular,0.24339535,43.9402,OUT049,14,Medium,Tier 1,Supermarket Type1,1286.3256
FDR22,Food,19.35,Regular,0.28202373,110.2544,OUT045,11,Medium,Tier 2,Supermarket Type1,2908.2144
FDZ10,Food,17.85,Low Fat,0.675219756,127.202,OUT049,14,Medium,Tier 1,Supermarket Type1,2656.542
FDY15,Food,12.79,Regular,4.535030351,157.863,OUT019,28,Small,Tier 1,Grocery Store,469.389
DRA24,Drinks,19.35,Regular,0.604902614,162.4868,OUT013,26,High,Tier 3,Supermarket Type1,4422.2436
FDV37,Food,13,Regular,1.268835719,198.5426,OUT045,11,Medium,Tier 2,Supermarket Type1,1186.4556
FDO10,Food,13.65,Regular,0.19330935,58.8588,OUT035,9,Small,Tier 2,Supermarket Type1,973.3996
FDR59,Food,12.79,Regular,0.963633208,263.6594,OUT027,28,Medium,Tier 3,Supermarket Type3,3401.5722
FDR34,Food,17,Regular,0.243057897,228.0352,OUT018,4,Medium,Tier 3,Supermarket Type2,2748.4224
FDG16,Food,15.25,Low Fat,1.36953816,214.4192,OUT017,6,Medium,Tier 2,Supermarket Type1,4961.5416
FDO03,Food,12.79,Regular,0.556524987,228.1352,OUT027,28,Medium,Tier 3,Supermarket Type3,9390.4432
FDC09,Food,15.5,Regular,0.39942057,104.1332,OUT049,14,Medium,Tier 1,Supermarket Type1,1230.3984
FDJ52,Food,7.145,Low Fat,0.2696399,159.4578,OUT035,9,Small,Tier 2,Supermarket Type1,3209.156
FDL33,Food,7.235,Low Fat,2.53691764,197.5452,OUT010,15,Medium,Tier 3,Grocery Store,195.7452
FDJ53,Food,10.5,Low Fat,1.086549741,119.7098,OUT017,6,Medium,Tier 2,Supermarket Type1,2410.196
FDX08,Food,12.79,Low Fat,0.600077449,179.9318,OUT019,28,Small,Tier 1,Grocery Store,360.8636
FDK32,Food,16.25,Regular,0.744091409,154.2682,OUT045,11,Medium,Tier 2,Supermarket Type1,3354.3004
FDM20,Food,10,Low Fat,0.589886037,245.4144,OUT017,6,Medium,Tier 2,Supermarket Type1,6615.3888
NCJ42,Non-Consumable,19.75,Non-Edible,0.218068442,102.2332,OUT017,6,Medium,Tier 2,Supermarket Type1,3075.996
FDI50,Food,8.42,Regular,0.469552701,227.8352,OUT018,4,Medium,Tier 3,Supermarket Type2,3435.528
FDZ15,Food,13.1,Low Fat,1,117.8782,OUT035,9,Small,Tier 2,Supermarket Type1,2741.0986
NCK18,Non-Consumable,9.6,Non-Edible,1,164.2184,OUT045,11,Medium,Tier 2,Supermarket Type1,1981.4208
FDW33,Food,9.395,Low Fat,1.511403371,106.428,OUT017,6,Medium,Tier 2,Supermarket Type1,1917.504
NCT05,Non-Consumable,10.895,Non-Edible,0.31897362,255.9672,OUT018,4,Medium,Tier 3,Supermarket Type2,4857.6768
FDZ16,Food,12.79,Regular,4.243747542,193.1478,OUT019,28,Small,Tier 1,Grocery Store,387.4956
NCV17,Non-Consumable,18.85,Non-Edible,0.244228507,129.7626,OUT046,16,Small,Tier 1,Supermarket Type1,3016.7398
FDE34,Food,9.195,Low Fat,1.642552475,183.6634,OUT018,4,Medium,Tier 3,Supermarket Type2,2726.451
FDH44,Food,19.1,Regular,0.393078548,148.0418,OUT045,11,Medium,Tier 2,Supermarket Type1,3825.6868
NCK06,Non-Consumable,5.03,Non-Edible,0.131367685,119.3756,OUT045,11,Medium,Tier 2,Supermarket Type1,605.878
FDS46,Food,17.6,Regular,0.717646792,120.8782,OUT049,14,Medium,Tier 1,Supermarket Type1,2621.9204
NCO42,Non-Consumable,21.25,Non-Edible,0.375359932,146.7102,OUT018,4,Medium,Tier 3,Supermarket Type2,1603.9122
FDL13,Food,13.85,Regular,0.855250211,231.43,OUT049,14,Medium,Tier 1,Supermarket Type1,3029.39
FDK14,Food,6.98,Low Fat,0.626786316,83.3934,OUT017,6,Medium,Tier 2,Supermarket Type1,491.3604
FDX13,Food,7.725,Low Fat,0.725971885,250.2092,OUT045,11,Medium,Tier 2,Supermarket Type1,3984.1472
DRI47,Drinks,14.7,Low Fat,0.318491487,144.5128,OUT018,4,Medium,Tier 3,Supermarket Type2,2588.6304
FDG22,Food,17.6,Regular,0.630985138,37.219,OUT017,6,Medium,Tier 2,Supermarket Type1,366.19
FDA13,Food,15.85,Low Fat,1.192930457,37.8506,OUT049,14,Medium,Tier 1,Supermarket Type1,341.5554
FDE46,Food,18.6,Low Fat,0.239105812,152.1366,OUT046,16,Small,Tier 1,Supermarket Type1,1813.6392
FDX25,Food,16.7,Low Fat,1.556159528,180.8292,OUT017,6,Medium,Tier 2,Supermarket Type1,3466.1548
FDC58,Food,10.195,Low Fat,0.639541806,44.2428,OUT017,6,Medium,Tier 2,Supermarket Type1,703.0848
NCA42,Non-Consumable,6.965,Non-Edible,0.435312431,158.1604,OUT017,6,Medium,Tier 2,Supermarket Type1,2693.8268
FDV01,Food,19.2,Regular,1.290054005,153.5314,OUT049,14,Medium,Tier 1,Supermarket Type1,2171.8396
FDU24,Food,6.78,Regular,2.12520288,94.212,OUT046,16,Small,Tier 1,Supermarket Type1,1025.332
FDO51,Food,6.785,Regular,0.639146705,44.0112,OUT018,4,Medium,Tier 3,Supermarket Type2,340.8896
NCN14,Non-Consumable,19.1,Non-Edible,2.332752766,185.1608,OUT010,15,Medium,Tier 3,Grocery Store,551.2824
FDT37,Food,12.79,Low Fat,0.936329159,253.3014,OUT019,28,Small,Tier 1,Grocery Store,510.0028
FDY09,Food,15.6,Low Fat,0.639546718,174.7054,OUT010,15,Medium,Tier 3,Grocery Store,175.1054
NCG06,Non-Consumable,16.35,Non-Edible,0.446089718,256.9646,OUT013,26,High,Tier 3,Supermarket Type1,4637.9628
FDG40,Food,13.65,Low Fat,1.010689633,32.6558,OUT010,15,Medium,Tier 3,Grocery Store,67.9116
FDQ47,Food,7.155,Regular,2.549620713,33.7874,OUT035,9,Small,Tier 2,Supermarket Type1,882.185
DRH59,Drinks,10.8,Low Fat,1.482964251,73.938,OUT010,15,Medium,Tier 3,Grocery Store,73.238
FDH48,Food,13.5,Low Fat,0.922212225,85.154,OUT017,6,Medium,Tier 2,Supermarket Type1,605.878
FDE34,Food,9.195,Low Fat,1.635579228,181.2634,OUT035,9,Small,Tier 2,Supermarket Type1,2362.9242
NCM05,Non-Consumable,6.825,Non-Edible,0.90883238,262.4226,OUT049,14,Medium,Tier 1,Supermarket Type1,3964.839
FDU55,Food,16.2,Low Fat,0.545346337,260.3278,OUT049,14,Medium,Tier 1,Supermarket Type1,7549.5062
FDS60,Food,20.85,Low Fat,0.491903268,178.366,OUT035,9,Small,Tier 2,Supermarket Type1,4673.916
FDZ32,Food,7.785,Regular,1,106.4964,OUT013,26,High,Tier 3,Supermarket Type1,1577.946
FDP12,Food,9.8,Regular,0.687743701,36.1874,OUT045,11,Medium,Tier 2,Supermarket Type1,423.4488
NCL31,Non-Consumable,12.79,Non-Edible,1.814912472,143.047,OUT027,28,Medium,Tier 3,Supermarket Type3,3578.675
FDR32,Food,12.79,Regular,2.277973059,229.3694,OUT019,28,Small,Tier 1,Grocery Store,228.3694
FDL08,Food,12.79,Low Fat,0.75020733,245.4144,OUT027,28,Medium,Tier 3,Supermarket Type3,3675.216
FDY34,Food,10.5,Regular,0.166769801,164.3842,OUT049,14,Medium,Tier 1,Supermarket Type1,1823.6262
DRG23,Drinks,8.88,Low Fat,1,154.0682,OUT018,4,Medium,Tier 3,Supermarket Type2,2896.8958
FDD04,Food,16,Low Fat,1.363042164,143.4154,OUT013,26,High,Tier 3,Supermarket Type1,1985.4156
FDX37,Food,16.2,Low Fat,0.961079412,98.17,OUT017,6,Medium,Tier 2,Supermarket Type1,2696.49
FDM09,Food,11.15,Regular,1.308232845,170.579,OUT018,4,Medium,Tier 3,Supermarket Type2,1358.232
FDA52,Food,16.2,Regular,1.945564827,178.137,OUT013,26,High,Tier 3,Supermarket Type1,3881.614
NCV41,Non-Consumable,14.35,Non-Edible,0.259400529,110.3228,OUT018,4,Medium,Tier 3,Supermarket Type2,552.614
FDB20,Food,7.72,Low Fat,0.788000718,79.7986,OUT035,9,Small,Tier 2,Supermarket Type1,2336.958
FDD28,Food,10.695,Low Fat,1,60.5904,OUT017,6,Medium,Tier 2,Supermarket Type1,410.1328
FDI38,Food,13.35,Regular,0.37121154,205.7638,OUT010,15,Medium,Tier 3,Grocery Store,621.1914
FDA28,Food,16.1,Regular,0.724652471,126.1362,OUT035,9,Small,Tier 2,Supermarket Type1,3271.7412
FDB32,Food,12.79,Low Fat,0.353879958,94.8778,OUT027,28,Medium,Tier 3,Supermarket Type3,4036.7454
NCS54,Non-Consumable,13.6,Non-Edible,0.151491309,175.537,OUT035,9,Small,Tier 2,Supermarket Type1,3705.177
NCA17,Non-Consumable,20.6,Non-Edible,0.692542513,150.9392,OUT017,6,Medium,Tier 2,Supermarket Type1,4026.7584
FDR14,Food,11.65,Low Fat,2.636798525,52.3298,OUT013,26,High,Tier 3,Supermarket Type1,269.649
FDS58,Food,9.285,Regular,0.319005097,160.0578,OUT049,14,Medium,Tier 1,Supermarket Type1,2567.3248
